iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J1S_LEVEL,J2S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V13_FLOW,V13_STATUS,V24_FLOW,V24_STATUS
101,2025-07-10 18:56:37.292848,6.185613567066151,6.20808302617761,67.163104648335,61.815861801556586,57.55639020126055,57.50309717635466,57.52931607045682,67.163104073145,61.815861583825324,0.0,0.0,320.7159498282738,1.0,192.37160975990264,1.0,72.81996342840102,1.0
102,2025-07-10 18:56:49.506428,6.212193197433735,6.233983963070614,67.16903932505443,61.830975018105505,57.58214400380322,57.52899799586227,57.55515586671263,67.16903875050548,61.830974800668464,0.0,0.0,320.4031514363543,1.0,192.15722047874806,1.0,72.72156212081882,1.0
103,2025-07-10 18:57:02.112712,6.23855404298067,6.259768659330211,67.17494041749548,61.84601860593804,57.607710043420454,57.55478257020179,57.58080507975388,67.17493984358318,61.84601838879431,0.0,0.0,320.0921231675219,1.0,191.94429144135938,1.0,72.62346503068784,1.0
104,2025-07-10 18:57:13.417810,6.264702973759615,6.2854321499182495,67.18080791876572,61.86098984302166,57.63309222577212,57.5804459350455,57.60626788840132,67.1808073454858,61.860989626170216,0.0,0.0,319.78286538505495,1.0,191.7327878800279,1.0,72.52570982302586,1.0
105,2025-07-10 18:57:25.421784,6.290646191643719,6.310970119962666,67.18664208765793,61.87588754962006,57.658294155896975,57.60598377615945,57.63154813802992,67.18664151500622,61.87588733305986,0.0,0.0,319.4753644487881,1.0,191.52268661628113,1.0,72.42830518976007,1.0
106,2025-07-10 18:57:36.733999,6.316389309727514,6.3363788408314825,67.19244326329655,61.89070936703691,57.68331916396908,57.63139236546026,57.65664937097416,67.192442691269,61.8907091507668,0.0,0.0,319.1696024845251,1.0,191.31394129317414,1.0,72.3312830012901,1.0
107,2025-07-10 18:57:47.565803,6.341937420610631,6.361655088428389,67.19821142682349,61.90545450419856,57.70817031441224,57.65666847934759,57.68157484108543,67.19821085541605,61.90545428821735,0.0,0.0,318.86558048621674,1.0,191.10654032147067,1.0,72.23466064147033,1.0
108,2025-07-10 18:57:58.863063,6.367295151376622,6.386796097620029,67.38052976984646,62.43770294780515,57.9095039955948,57.68185067991039,57.87934047418814,67.38052919905753,62.43770271826736,0.0,0.0,309.2561464410227,1.0,190.89968404387037,1.0,76.76864220456991,1.0
109,2025-07-10 18:58:11.040165,6.426858683229408,6.440485266877104,67.39319208300996,62.468402698169726,57.96501160764716,57.73553957413418,57.935082697168184,67.39319151361671,62.46840246923171,0.0,0.0,308.5887552110088,1.0,190.43289858132084,1.0,76.56804701184683,1.0
110,2025-07-10 18:58:23.372367,6.485853661255432,6.494028190296615,67.40579474704975,62.499010201563635,58.02008442542424,57.78908220245191,57.990383363709945,67.40579417904289,62.49900997322535,0.0,0.0,307.92450790118806,1.0,189.96922482870104,1.0,76.36747210028716,1.0
111,2025-07-10 18:58:35.076170,6.544294506907343,6.547413817240273,67.4183375425959,62.529520590755475,58.07472885063942,57.84246751590033,58.04524926964964,67.41833697596621,62.52952036301666,0.0,0.0,307.26341607386763,1.0,189.50862801830226,1.0,76.16697831338115,1.0
112,2025-07-10 18:58:46.715932,6.602194829825974,6.60063190982719,67.43082054810968,62.55992907675983,58.12895115194316,57.8956852781424,58.0996870451799,67.43081998284816,62.55992884962009,0.0,0.0,306.60547559359884,1.0,189.0510444093252,1.0,75.96661490538281,1.0
113,2025-07-10 18:58:58.676985,6.659567492991028,6.653672975880568,67.44324382030815,62.59023191043194,58.18275743881215,57.9487259984424,58.153703133261445,67.44324325640589,62.59023168389077,0.0,0.0,305.95068347099897,1.0,188.59644502867923,1.0,75.76642533592803,1.0
114,2025-07-10 18:59:10.506478,6.716424668482836,6.706528217435617,67.4556073918142,62.62042517802239,58.23615365749704,58.00158088016339,58.20730378837716,67.45560682926248,62.62042495207912,0.0,0.0,305.2990379866195,1.0,188.14476034094696,1.0,75.56645885927082,1.0
115,2025-07-10 18:59:22.650870,6.772777887801704,6.759189473925848,67.46791144567837,62.65050505377492,58.28914559789898,58.054241763968754,58.260495085338256,67.46791088446855,62.650504828428765,0.0,0.0,304.6505294924342,1.0,187.6959613730378,1.0,75.36675603773801,1.0
116,2025-07-10 18:59:34.141012,6.82863808871984,6.811649173610121,67.48015586375574,62.68046871539334,58.341738866144574,58.10670107927231,58.31328289569982,67.48015530387937,62.68046849064339,0.0,0.0,304.0051642154948,1.0,187.24999017877053,1.0,75.16735453634737,1.0
117,2025-07-10 18:59:46.139955,6.884015653774939,6.863900297572155,67.49234082065736,62.71031231878178,58.39393892013835,58.15895180821177,58.36567292299345,67.49234026210605,62.71031209462703,0.0,0.0,303.3629329525939,1.0,186.8068235796727,1.0,74.96829202011668,1.0
118,2025-07-10 18:59:58.987557,6.9389204505507385,6.915936329533809,67.5044665206467,62.74003369913611,58.44575105511831,58.210987435516,58.417670691087274,67.50446596341224,62.74003347557544,0.0,0.0,302.7238249376374,1.0,186.36640362956314,1.0,74.76960325675464,1.0
119,2025-07-10 19:00:11.667679,6.993361865911183,6.967751234979872,67.51653291341631,62.76963012820471,58.49718039192292,58.26280192759465,58.469281534811,67.51653235749059,62.7696299052369,0.0,0.0,302.08784282217744,1.0,185.92870135535122,1.0,74.57132301396996,1.0
120,2025-07-10 19:00:24.320957,7.047348835145306,7.019339421027275,67.64219325254926,63.11018949869646,58.69711067395635,58.31442428170261,58.667220141499925,67.64219269909987,63.110189268120514,0.0,0.0,295.4646763268432,1.0,185.10049397150397,1.0,77.11584992762255,1.0
121,2025-07-10 19:00:36.813098,7.1214050338140416,7.087474692741518,57.886826744321304,57.89222061534236,57.93274387643228,58.382353315931695,57.93473970224806,57.88682677644218,57.89222068263427,0.0,0.0,0.0,0.0,-10.742787395656705,1.0,-22.505699927251044,1.0
122,2025-07-10 19:00:48.129501,7.029801808786354,7.004814382413032,57.799009099600596,57.8048651488249,57.84401115345141,58.299692211347796,57.84597255246933,57.799009131374234,57.80486521646406,0.0,0.0,0.0,0.0,-10.626654556631365,1.0,-22.621835663585443,1.0
123,2025-07-10 19:01:00.089237,6.938490213379559,6.92186244463416,57.711212048661736,57.71751491823927,57.755368130613924,58.216739531056916,57.75729768675483,57.71121208011144,57.717514986202325,0.0,0.0,0.0,0.0,-10.518315478975637,1.0,-22.730163152004934,1.0
124,2025-07-10 19:01:11.351914,6.847450462819965,6.8386386658900795,57.623437282107595,57.630170698963674,57.66681062895045,58.13351505803102,57.66871070710875,57.623437313255046,57.630170767229004,0.0,0.0,0.0,0.0,-10.417228365895426,1.0,-22.831258957012324,1.0
125,2025-07-10 19:01:23.066341,6.756664213464604,6.755161386374341,57.535686107177106,57.5428332139155,57.578334594496006,58.0500371292245,57.580207361364835,57.53568613804239,57.54283328246298,0.0,0.0,0.0,0.0,-10.322857215214754,1.0,-22.925624313074877,1.0
126,2025-07-10 19:01:34.356597,6.666114452101516,6.671447625593697,57.44795919675748,57.4555027686737,57.489935952008004,57.966322761114455,57.4917833965421,57.44795922735932,57.45550283748462,0.0,0.0,0.0,0.0,-10.234750046720364,1.0,-23.013731481569266,1.0
127,2025-07-10 19:01:46.534995,6.575785377999165,6.58751318052879,57.3602569214222,57.36817968385418,57.40161075223979,57.88238774788194,57.40343470230618,57.36025695177797,57.36817975291116,0.0,0.0,0.0,0.0,-10.152451982889943,1.0,-23.09602664809063,1.0
128,2025-07-10 19:01:57.672185,6.4856623089971555,6.503372727975975,57.27257944978615,57.28086413796033,57.31335520811041,57.79824676372388,57.31515734504742,57.27257947991207,57.28086420724717,0.0,0.0,0.0,0.0,-10.075577681618597,1.0,-23.172903846671034,1.0
129,2025-07-10 19:02:08.870832,6.395731598368376,6.419039913187221,57.18492678958769,57.19355643705945,57.225165701188686,57.71391345149454,57.226947572833495,57.184926819498784,57.19355650656111,0.0,0.0,0.0,0.0,-10.003730211565198,1.0,-23.244748419415373,1.0
130,2025-07-10 19:02:20.647707,6.305980558694702,6.334527436659904,57.0972984481195,57.106256310214256,57.13703858876936,57.629400509413536,57.13880162341578,57.097298477829845,57.106256379916665,0.0,0.0,0.0,0.0,-9.93659086873322,1.0,-23.311887762247352,1.0
131,2025-07-10 19:02:32.302524,6.21639737172952,6.249847109350932,57.00969401046453,57.018963822323826,57.048970483319366,57.54471974635421,57.05071599900879,57.00969403998718,57.018963892213925,0.0,0.0,0.0,0.0,-9.8738148733446,1.0,-23.374660860326912,1.0
132,2025-07-10 19:02:43.233426,6.126971034731226,6.165009932983925,56.80037284645684,56.81162167272001,56.84924348105179,57.45985276729326,56.85141330849577,56.80037287967729,56.81162175097686,0.0,0.0,0.0,0.0,-11.110542834558146,1.0,-26.17291092292362,1.0
133,2025-07-10 19:02:54.791989,6.026595734816663,6.06997307309113,56.70214875001671,56.713739190492085,56.750515856607734,57.3648154329152,56.75266665492084,56.70214878305192,56.713739268934205,0.0,0.0,0.0,0.0,-11.048586777633318,1.0,-26.234872774466567,1.0
134,2025-07-10 19:03:06.051637,5.9263752447571765,5.974781397587368,56.60394826310383,56.61586447633144,56.651843582873575,57.26962331044314,56.65397654774345,56.603948295964656,56.61586455494792,0.0,0.0,0.0,0.0,-10.990263946268897,1.0,-26.29318981121287,1.0
135,2025-07-10 19:03:17.601735,5.8263004100648725,5.879444080680973,67.32370391472931,62.31602173799662,57.48199403300063,57.174521043155586,57.44887220034506,67.32370333198436,62.316021498588995,0.0,0.0,312.25126090814626,1.0,194.89835878516715,1.0,80.06959856743379,1.0
136,2025-07-10 19:03:29.180916,5.900688088090589,5.9440783678010956,67.33894060078782,62.35261337109521,57.550188815091744,57.23915503062143,57.517378814083706,67.3389400197381,62.35261313239354,0.0,0.0,311.44818247226925,1.0,194.33139016996392,1.0,79.83349105757043,1.0
137,2025-07-10 19:03:40.760117,5.974351637113219,6.00857665045379,67.35411328374023,62.38911608726708,57.617855346999086,57.30365298427285,57.58534845314621,67.35411270437511,62.38911584927193,0.0,0.0,310.6484774414842,1.0,193.76797945028557,1.0,79.59719522261821,1.0
138,2025-07-10 19:03:51.995014,6.047308276939476,6.072925326988665,67.36922148322532,62.425524534278125,57.68499999162552,57.36800130462584,57.65278795105764,67.3692209055342,62.425524296989906,0.0,0.0,309.8521711341414,1.0,193.20810924227771,1.0,79.3607632141402,1.0
139,2025-07-10 19:04:03.694769,6.1195743417371755,6.13711170281373,67.38426502149696,62.46183268046511,57.75162909468367,57.43218729907909,57.71970408683796,67.38426444546946,62.46183244388402,0.0,0.0,309.05927291868596,1.0,192.65171580514107,1.0,79.12426456755384,1.0
140,2025-07-10 19:04:15.237434,6.191165349070012,6.201123911164501,67.39924365373025,62.498035332830575,57.81774894268585,57.496199102728085,57.78610354816234,67.39924307935611,62.49803509695669,0.0,0.0,308.2697956990793,1.0,192.09875278193067,1.0,78.88774274249499,1.0
141,2025-07-10 19:04:27.626367,6.262096058110836,6.264950854907452,67.41415717140022,62.53412749396347,57.88336575197887,57.56002562016914,57.851992923251345,67.41415659866924,62.53412725879669,0.0,0.0,307.4837504660264,1.0,191.54920278879217,1.0,78.6512527878358,1.0
142,2025-07-10 19:04:39.148635,6.332380522955879,6.328582149133355,67.42900554280591,62.57010516523738,57.94848566397694,57.623656468121624,57.91737869846918,67.4290049717081,62.57010493077744,0.0,0.0,306.70113889038356,1.0,191.00299049569003,1.0,78.41484975244839,1.0
143,2025-07-10 19:04:50.282948,6.40203214198506,6.392008077352943,67.44378872992358,62.60596318650667,58.013114723409394,57.68708193158951,57.98226723968035,67.44378816044903,62.60596295275319,0.0,0.0,305.92196297626884,1.0,190.46009272415176,1.0,78.17857709596865,1.0
144,2025-07-10 19:05:02.119022,6.4710637013029,6.455219532286332,67.51959191425459,62.808368923610765,58.164107130488894,57.75031304325223,58.132392845737364,67.51959134723613,62.80836868630904,0.0,0.0,301.926612381443,1.0,189.63865345426711,1.0,79.36528011896371,1.0
145,2025-07-10 19:05:14.433638,6.550081333592207,6.5270211814955434,67.53633351047476,62.84863626172727,58.23694638674573,57.822114074080744,58.20552266237434,67.53633294529469,62.84863602522554,0.0,0.0,301.0442148013548,1.0,189.02380970416743,1.0,79.09772521657032,1.0
146,2025-07-10 19:05:26.561206,6.628410655582381,6.598566056214269,67.55300577219519,62.888761116634726,58.309247216879236,57.8936583134053,58.27810787280524,67.5530052088432,62.88876088093236,0.0,0.0,300.1654716275731,1.0,188.41240795723024,1.0,78.83037892042921,1.0
147,2025-07-10 19:05:38.864901,6.706063469200673,6.669846273088288,67.56960840039973,62.92874132438857,58.38101527759158,57.96493787915202,58.350154381637864,67.56960783886556,62.928741089484824,0.0,0.0,299.29039862030953,1.0,187.80444241883743,1.0,78.5632817928672,1.0
148,2025-07-10 19:05:51.331642,6.783051126904282,6.740854407463176,67.58614149473453,62.9685727512316,58.45225613782251,58.035945347833255,58.42166799052763,67.58614093500809,62.968572517125615,0.0,0.0,298.41899052752586,1.0,187.19984934818967,1.0,78.296468601593,1.0
149,2025-07-10 19:06:03.188549,6.859384561424748,6.8115834512278735,67.60260479205257,63.008252930999504,58.522975245495324,58.10667371247132,58.4926543685891,67.60260423412385,63.00825269769035,0.0,0.0,297.55126121888384,1.0,186.5986055668145,1.0,78.02996831969722,1.0
150,2025-07-10 19:06:13.766371,6.935074304556851,6.88202680242406,67.61899869376406,63.04777870647105,58.59317800388056,58.17711637216539,58.563119125814396,67.6189981376231,63.04777847395765,0.0,0.0,296.6871895372977,1.0,186.00068789623947,1.0,77.76383309874291,1.0
151,2025-07-10 19:06:23.650161,7.0101305137244685,6.952178237055316,67.63532277571463,63.0871475243977,58.66286965943354,58.247267103925715,58.633067707331165,67.63532222135164,63.087147292678914,0.0,0.0,295.8267978386272,1.0,185.40604418490148,1.0,77.49807452796631,1.0
152,2025-07-10 19:06:33.493224,7.0845629837003585,7.022031891330503,57.84699328457234,57.85089803303361,57.89514457478656,58.31691530123658,57.89721949140218,57.84699331752796,57.850898098517085,0.0,0.0,0.0,0.0,-11.021969199305204,1.0,-21.900872174569486,1.0
153,2025-07-10 19:06:43.458139,6.992890126587642,6.941148029051615,57.75999231363266,57.76438978012534,57.80699893509094,58.23603048092892,57.80903084709849,57.75999234616282,57.764389846034284,0.0,0.0,0.0,0.0,-10.879673659474065,1.0,-22.043167714400624,1.0
154,2025-07-10 19:06:54.630252,6.901575439784036,6.859905988809167,57.673003112215206,57.67788302357678,57.71895506249907,58.154787546210784,57.720947333551706,57.67300314434924,57.677883089881874,0.0,0.0,0.0,0.0,-10.747188408117836,1.0,-22.175658760374972,1.0
155,2025-07-10 19:07:07.321013,6.810593970446434,6.778330725805158,57.586029403911105,57.59137946924253,57.63100870155302,58.0732114478744,57.63296439786652,57.58602943567608,57.59137953591668,0.0,0.0,0.0,0.0,-10.62375724757203,1.0,-22.29908992092078,1.0
156,2025-07-10 19:07:19.277697,6.719922660296258,6.696445316797898,57.580651212724334,57.585322855542636,57.61801099845697,57.99134495301831,57.61963754273151,57.58065124146014,57.585322916330064,0.0,0.0,0.0,0.0,-9.610655188794226,1.0,-20.330284393139664,1.0
157,2025-07-10 19:07:32.466432,6.637591616808684,6.621848739159757,57.501579562174,57.50665991530397,57.53815363712031,57.916747688418205,57.539750612097194,57.50157959058188,57.50665997641932,0.0,0.0,0.0,0.0,-9.500983348971204,1.0,-20.439956232962686,1.0
158,2025-07-10 19:07:44.513455,6.555535840743479,6.54697689776458,57.422529604441316,57.428002755143886,57.4583823335412,57.84187520890139,57.4599521463909,57.422529632545285,57.42800281656316,0.0,0.0,0.0,0.0,-9.3993399525516,1.0,-20.54160252669135,1.0
159,2025-07-10 19:07:56.900972,6.473734992882722,6.471850131541291,57.343502692279834,57.349351993331574,57.37869255106069,57.766747849783044,57.380237389220945,57.34350272010203,57.34935205503262,0.0,0.0,0.0,0.0,-9.305102078087657,1.0,-20.635840401155292,1.0
160,2025-07-10 19:08:08.897350,6.39217033991746,6.396487166913125,57.264499814118686,57.27070826802254,57.29907993532578,57.691384334179816,57.30060178855617,57.26449984167954,57.27070832998492,0.0,0.0,0.0,0.0,-9.217693161076568,1.0,-20.723243523548263,1.0
161,2025-07-10 19:08:20.630487,6.3108246211566446,6.320905268041823,57.185521496283116,57.192071956239275,57.21954023887826,57.6158019231994,57.22104092004674,57.18552152360147,57.19207201844413,0.0,0.0,0.0,0.0,-9.136591685887652,1.0,-20.80433920411906,1.0
162,2025-07-10 19:08:32.687157,6.229681918747298,6.245120362003058,57.10656762510083,57.113443043714014,57.140069202011894,57.540016541071175,57.141550366978464,57.106567652194144,57.113443106143926,0.0,0.0,0.0,0.0,-9.061328288453296,1.0,-20.879611293480593,1.0
163,2025-07-10 19:08:43.565234,6.1487275251893765,6.169147142198408,57.02763831511703,57.034821893665665,57.06066297622383,57.46404287862295,57.06212613658377,57.02763834200138,57.034821956304505,0.0,0.0,0.0,0.0,-8.991439399324008,1.0,-20.949485696064585,1.0
164,2025-07-10 19:08:55.589059,6.067947870223247,6.0929991939715435,56.948732925871056,56.95620818515178,56.981317601655974,57.387894518758245,56.98276414218902,56.94873295256143,56.95620824798463,0.0,0.0,0.0,0.0,-8.92656285486737,1.0,-21.0143709324484,1.0
165,2025-07-10 19:09:08.282646,5.987330394384808,6.016689062466464,56.86985116462469,56.87760213201864,56.902029551011616,57.311584004427466,56.90346073887535,56.869851191134856,56.87760219503169,0.0,0.0,0.0,0.0,-8.866293031815076,1.0,-21.074640755500695,1.0
166,2025-07-10 19:09:20.783780,5.906863495932539,5.940228362642989,67.44409941440409,62.63730685660598,57.711382972738036,57.235342056158956,57.67687251143609,67.44409883515277,62.63730661072415,0.0,0.0,305.90558776149385,1.0,193.72992039848214,1.0,82.23488800638279,1.0
167,2025-07-10 19:09:32.053804,5.997781002814663,6.020020894703298,67.46270827446402,62.681743052576806,57.7940710428914,57.315133971770585,57.75991886105593,67.46270769727506,62.68174280756522,0.0,0.0,304.9247724993706,1.0,193.04016382534428,1.0,81.94383303020913,1.0
168,2025-07-10 19:09:43.195022,6.087881910034771,6.099579529423616,67.38921424514196,62.47589094633691,57.7380750458193,57.394659986120956,57.705893150289754,67.38921366851723,62.47589070844872,0.0,0.0,308.79841470001685,1.0,192.85146208630977,1.0,79.5614221476626,1.0
169,2025-07-10 19:09:55.198258,6.161708662621299,6.1657821295775745,67.40465131757293,62.51323253449041,57.80620895264508,57.46086213367812,57.77431184060903,67.40465074265043,62.513232297332756,0.0,0.0,307.9847745203377,1.0,192.2821524453866,1.0,79.31709786930696,1.0
170,2025-07-10 19:10:06.786646,6.234865324406984,6.231783381942753,67.42002179546473,62.55045665441445,57.87382907274073,57.52686291268865,57.84220987589447,67.42002122223421,62.55045641798712,0.0,0.0,307.17464433214343,1.0,191.7162732183897,1.0,79.0728402290597,1.0
171,2025-07-10 19:10:18.802449,6.307365440925359,6.297573490691769,67.43532628975106,62.58755893620493,57.94094190629613,57.592652528873366,57.90959406978974,67.43532571820244,62.587558700507564,0.0,0.0,306.36799193501656,1.0,191.15376645913784,1.0,78.82870717310198,1.0
172,2025-07-10 19:10:30.126206,6.379221930774156,6.36314327248804,67.4505644895868,62.62453557649699,58.00755335823936,57.65822180033413,57.97647062723867,67.45056391971013,62.62453534152911,0.0,0.0,305.5648337126407,1.0,190.59457422144988,1.0,78.58473057183346,1.0
173,2025-07-10 19:10:42.834025,6.450447149567125,6.428484110863472,67.46573627995075,62.66138251761513,58.07366924482744,57.72356211194353,58.04284564458541,67.4657357117362,62.66138228337611,0.0,0.0,304.76517572742284,1.0,190.03868491608955,1.0,78.34096257681722,1.0
174,2025-07-10 19:10:53.840638,6.521052926071383,6.493587915816663,67.48084188041366,62.69809700770811,58.13929529859935,57.78866537498304,58.10872511572569,67.48084131385151,62.698096774197225,0.0,0.0,303.96900640647266,1.0,189.4860463914938,1.0,78.09743795576196,1.0
175,2025-07-10 19:11:05.349888,6.591050596553689,6.558447101466809,67.49588118555984,62.734674876756266,58.20443712172271,57.85352400474375,58.17411488923281,67.4958806206405,62.73467464397265,0.0,0.0,303.1763313059235,1.0,188.93660649609956,1.0,77.85420306561264,1.0
176,2025-07-10 19:11:16.842970,6.660451031012397,6.623054539740958,67.51085396182606,62.77111312641687,58.26910019268949,57.918130874274446,58.23902067576328,67.51085339854004,62.771112894359575,0.0,0.0,302.3871627361678,1.0,188.39034784605246,1.0,77.61128687945984,1.0
177,2025-07-10 19:11:28.864230,6.729264658502132,6.687403541465389,67.52576067870403,62.80740932548599,58.333289924071224,57.98247929546899,58.30344810386585,67.52576011704194,62.807409094153954,0.0,0.0,301.6014759517553,1.0,187.84722408440757,1.0,77.36872706232134,1.0
178,2025-07-10 19:11:40.274753,6.79750149794822,6.751487835694555,67.54060099505583,62.84356065024085,58.39701156039734,58.046562998373155,58.36740262442491,67.54060043500836,62.843560419632915,0.0,0.0,300.8192889330065,1.0,187.3072120326924,1.0,77.12655258728773,1.0
179,2025-07-10 19:11:52.462562,6.865171173771977,6.81530153893374,67.55537507130559,62.87956417491667,58.460270264064384,58.110376100423906,58.43088959273681,67.5553745128636,62.87956394503159,0.0,0.0,300.0405932244617,1.0,186.77026533396202,1.0,76.88479532475867,1.0
180,2025-07-10 19:12:04.196276,6.932282941420828,6.8788391317847815,67.638378207575,63.09967761476762,58.6197682277452,58.17393557881223,58.58934031580462,67.63837765167398,63.09967738083815,0.0,0.0,295.66575550764236,1.0,185.920438229914,1.0,78.23743303219999,1.0
181,2025-07-10 19:12:15.277104,7.010801718434334,6.951849415153149,67.65538825524308,63.140546787926915,58.69244044890553,58.24694511724453,58.66228391380134,67.6553877011973,63.14054655482287,0.0,0.0,294.76920868485956,1.0,185.29995631638485,1.0,77.9613716304084,1.0
182,2025-07-10 19:12:26.805466,7.088665292712898,7.02455466534253,57.88988327574449,57.89320068476877,57.934966818841815,58.31944775814138,57.93690569019687,57.88988330754923,57.89320074717291,0.0,0.0,0.0,0.0,-10.637058793463439,1.0,-20.87099179902907,1.0
183,2025-07-10 19:12:38.444601,7.0007084520989515,6.9473701910313155,57.80661646827877,57.8104101429176,57.85054728610706,58.2422623273347,57.85244286563431,57.806616499641756,57.810410205763475,0.0,0.0,0.0,0.0,-10.48931341529169,1.0,-21.01872848527364,1.0
184,2025-07-10 19:12:49.387143,6.913123725003982,6.869813616423192,57.72335814271599,57.7276197398868,57.76623117992066,58.16470486223908,57.768087013173506,57.72335817366892,57.72761980314272,0.0,0.0,0.0,0.0,-10.352172188277109,1.0,-21.155869712288222,1.0
185,2025-07-10 19:13:01.374327,6.825884065541988,6.791911971209657,57.640113079685264,57.64483157938736,57.68201434248205,58.086802387773325,57.683833642844256,57.64011311025737,57.644831643024105,0.0,0.0,0.0,0.0,-10.224803584719666,1.0,-21.283235418536606,1.0
186,2025-07-10 19:13:12.546041,6.738964587102176,6.713690151492567,57.55688489414911,57.56204701041789,57.59789245957183,58.00857979560121,57.59967814353815,57.55688492436739,57.56204707440847,0.0,0.0,0.0,0.0,-10.106468790809231,1.0,-21.4015731097561,1.0
187,2025-07-10 19:13:23.668816,6.652342352323156,6.635171087921752,57.47367645769414,57.47926733532776,57.51386124030802,57.93006001231436,57.515615958774745,57.47367648758351,57.47926739964724,0.0,0.0,0.0,0.0,-9.996463760444385,1.0,-21.511575242811887,1.0
188,2025-07-10 19:13:35.259963,6.565996207591634,6.556375934874362,57.39048976846753,57.39649342696773,57.42991633186178,57.85126418853406,57.431642499143976,57.39048979805105,57.39649349159306,0.0,0.0,0.0,0.0,-9.89417426410455,1.0,-21.613867636460782,1.0
189,2025-07-10 19:13:47.916453,6.479906619708946,6.477324222648717,57.30732628111163,57.3137260592099,57.34605346176883,57.77221185110456,57.34775327985215,57.307326310410616,57.31372612411976,0.0,0.0,0.0,0.0,-9.799012148050679,1.0,-21.709026855205593,1.0
190,2025-07-10 19:13:58.637985,6.394055539743457,6.398034003557303,57.22418689772088,57.230965724352124,57.26226841214611,57.69292104913906,57.26394389269198,57.22418692675509,57.23096578952676,0.0,0.0,0.0,0.0,-9.710458793961152,1.0,-21.79758020929512,1.0
191,2025-07-10 19:14:09.070283,6.308426274163211,6.3185219751104835,57.14107202272676,57.14821266513234,57.17855702365476,57.61340847717919,57.180210007630826,57.14107205151451,57.14821273055343,0.0,0.0,0.0,0.0,-9.62803035122306,1.0,-21.880005754724152,1.0
192,2025-07-10 19:14:20.587927,6.2230033663319295,6.238803589867079,57.041587533959344,57.04930207545987,57.07987247502087,57.53368562760611,57.08156403069792,57.04158756307721,57.04930214232443,0.0,0.0,0.0,0.0,-9.738435210238094,1.0,-22.36277277404497,1.0
193,2025-07-10 19:14:31.314202,6.136149530695916,6.157407124432271,56.95695579089177,56.96500583379642,56.99471688006174,57.452288677214874,56.99638866150639,56.95695581979381,56.965005900876776,0.0,0.0,0.0,0.0,-9.666254549642872,1.0,-22.434944742713014,1.0
194,2025-07-10 19:14:42.543070,6.04947621353098,6.075830143698319,56.872348324728854,56.88071717897904,56.90962387872194,57.370711243564344,56.91127732308997,56.87234835342964,56.880717246260666,0.0,0.0,0.0,0.0,-9.598944265576392,1.0,-22.502260821397613,1.0
195,2025-07-10 19:14:53.296140,5.962971174811743,5.994084880619981,56.78776480609896,56.79643620450202,56.824590016900245,57.28896555745607,56.82622644642677,56.787764834611984,56.79643627197141,0.0,0.0,0.0,0.0,-9.536147989024357,1.0,-22.565057097949648,1.0
196,2025-07-10 19:15:04.423003,5.876623050076465,5.912182705808171,67.40639725662326,62.53711483261677,57.63441091146174,57.20728532339125,57.60032702532537,67.40639667611113,62.53711458851332,0.0,0.0,307.8927514914252,1.0,194.1515947589778,1.0,81.64011101882807,1.0
197,2025-07-10 19:15:16.113953,5.9626422715981935,5.987679177472169,67.42402621418535,62.57934270367216,57.71287963273051,57.28278126413317,57.6791377988119,67.42402563562753,62.579342460392596,0.0,0.0,306.96358384888543,1.0,193.4979792190461,1.0,81.36456244073997,1.0
198,2025-07-10 19:15:26.748723,6.047877467071985,6.06296448867365,67.44158622025569,62.62144857233786,57.79076259813773,57.35806601847999,57.7573548383777,67.44158564364118,62.62144832988236,0.0,0.0,306.0380504254882,1.0,192.84804326161975,1.0,81.0889559164707,1.0
199,2025-07-10 19:15:37.418948,6.13234338730077,6.1380277818929505,67.45907697667997,62.663428631136405,57.86806576578798,57.43312873067553,57.834984447666976,67.45907640199782,62.66342838950498,0.0,0.0,305.11616693602207,1.0,192.20176370822628,1.0,80.81334649489236,1.0
200,2025-07-10 19:15:48.477064,6.21605418157807,6.212858822896707,67.47649824008708,62.70527745798199,57.94479504612968,57.50795916810366,57.91203286087472,67.47649766732651,62.70527721717447,0.0,0.0,304.1979462078238,1.0,191.55909420192074,1.0,80.53779212218615,1.0
201,2025-07-10 19:16:00.172204,6.29902343560685,6.287447944870375,67.49385000538551,62.74699127026802,58.020956313923875,57.58254766550562,57.98850625598558,67.4938494345358,62.746991030284136,0.0,0.0,303.28338850924933,1.0,190.92001156423066,1.0,80.26232466875172,1.0
202,2025-07-10 19:16:11.625006,6.381264206214755,6.361786026564982,67.51113185681469,62.78856624098966,58.0965553510486,57.65688510309158,58.064410701479986,67.51113128786523,62.78856600182905,0.0,0.0,302.37251575374967,1.0,190.2844752328292,1.0,79.9869846969159,1.0
203,2025-07-10 19:16:23.303076,6.462789048085636,6.435864456501704,67.52834364920771,62.82999807709169,58.171597889713496,57.73096287074649,58.139752198519076,67.52834308214801,62.829997838753776,0.0,0.0,301.46533559262025,1.0,189.65245044000767,1.0,79.71183305016893,1.0
