iteration,timestamp,P79,T41,T42,P1,J2,J13
232.0,2024-12-24 16:23:59.821633,0.0,10.05932331085205,10.048712730407715,0.0,61.35115051269531,61.339508056640625
233.0,2024-12-24 16:24:06.447620,0.0,10.039874076843262,10.029242515563965,0.0,61.33169937133789,61.32004928588867
234.0,2024-12-24 16:24:13.473022,0.0,10.020421028137207,10.009777069091797,0.0,61.3122444152832,61.30058670043945
235.0,2024-12-24 16:24:20.472711,0.0,10.000965118408203,9.990314483642578,0.0,61.292789459228516,61.2811279296875
236.0,2024-12-24 16:24:27.267621,0.0,9.981508255004883,9.970852851867676,0.0,61.27333068847656,61.26166915893555
237.0,2024-12-24 16:24:33.997357,0.0,9.96204948425293,9.95139217376709,0.0,61.25387191772461,61.242210388183594
238.0,2024-12-24 16:24:40.907847,0.0,9.942591667175293,9.93193244934082,0.0,61.234413146972656,61.222747802734375
239.0,2024-12-24 16:24:47.413033,0.0,9.923131942749023,9.91247272491455,0.0,61.2149543762207,61.20328903198242
240.0,2024-12-24 16:24:54.143028,0.0,9.90367317199707,9.893013000488281,0.0,61.19549560546875,61.18383026123047
241.0,2024-12-24 16:25:00.555849,0.0,9.88703441619873,9.877915382385254,0.0,61.182220458984375,61.173336029052734
242.0,2024-12-24 16:25:07.398793,0.0,9.87073802947998,9.86247730255127,0.0,61.166015625,61.15754699707031
243.0,2024-12-24 16:25:14.125971,0.0,9.854640007019043,9.846839904785156,0.0,61.149959564208984,61.14171600341797
244.0,2024-12-24 16:25:20.738765,0.0,9.838651657104492,9.83109188079834,0.0,61.13398742675781,61.1258659362793
245.0,2024-12-24 16:25:27.199842,0.0,9.822721481323242,9.815286636352539,0.0,61.11806869506836,61.110008239746094
246.0,2024-12-24 16:25:33.551389,0.0,9.806821823120117,9.799449920654297,0.0,61.1021728515625,61.09414291381836
247.0,2024-12-24 16:25:39.898832,0.0,9.790938377380371,9.783598899841309,0.0,61.08628845214844,61.078277587890625
248.0,2024-12-24 16:25:46.260030,0.0,9.775062561035156,9.767739295959473,0.0,61.07041549682617,61.06241226196289
249.0,2024-12-24 16:25:52.692808,0.0,9.759190559387207,9.751875877380371,0.0,61.054542541503906,61.04654312133789
250.0,2024-12-24 16:25:59.336910,0.0,9.74332046508789,9.73600959777832,0.0,61.038673400878906,61.030677795410156
251.0,2024-12-24 16:26:05.724721,0.0,9.72745132446289,9.72014331817627,0.0,61.022804260253906,61.014808654785156
252.0,2024-12-24 16:26:12.354055,0.0,9.711583137512207,9.704276084899902,0.0,61.00693893432617,60.99894332885742
253.0,2024-12-24 16:26:18.808819,0.0,9.697662353515625,9.691414833068848,0.0,60.99470138549805,60.98834228515625
254.0,2024-12-24 16:26:25.914786,0.0,9.6840181350708,9.678276062011719,0.0,60.9810791015625,60.97500228881836
255.0,2024-12-24 16:26:32.628409,0.0,9.670513153076172,9.664999961853027,0.0,60.96757507324219,60.961631774902344
256.0,2024-12-24 16:26:39.409841,0.0,9.657071113586426,9.65165901184082,0.0,60.954132080078125,60.94824981689453
257.0,2024-12-24 16:26:46.555179,0.0,9.643658638000488,9.638289451599121,0.0,60.94071960449219,60.93486022949219
258.0,2024-12-24 16:26:53.734791,0.0,9.630257606506348,9.624908447265625,0.0,60.92731857299805,60.921470642089844
259.0,2024-12-24 16:27:00.361525,0.0,9.616862297058105,9.611520767211914,0.0,60.91392517089844,60.9080810546875
260.0,2024-12-24 16:27:07.417826,0.0,9.603469848632812,9.59813117980957,0.0,60.90053176879883,60.894691467285156
261.0,2024-12-24 16:27:14.281239,0.0,9.590078353881836,9.584741592407227,0.0,60.88713836669922,60.88130187988281
262.0,2024-12-24 16:27:20.810938,0.0,9.57668685913086,9.57135009765625,0.0,60.873748779296875,60.8679084777832
263.0,2024-12-24 16:27:27.583801,0.0,9.563295364379883,9.55795955657959,0.0,60.860355377197266,60.85451889038086
264.0,2024-12-24 16:27:34.386919,0.0,9.549903869628906,9.54456901550293,0.0,60.84696578979492,60.84112548828125
265.0,2024-12-24 16:27:40.767993,0.0,9.533975601196289,9.527313232421875,0.0,60.82876968383789,60.82074737548828
266.0,2024-12-24 16:27:47.528836,0.0,9.517695426940918,9.510408401489258,0.0,60.812477111816406,60.80411911010742
267.0,2024-12-24 16:27:54.259750,0.0,9.501259803771973,9.493659973144531,0.0,60.796024322509766,60.787506103515625
268.0,2024-12-24 16:28:01.012880,0.0,9.484747886657715,9.4769868850708,0.0,60.779502868652344,60.770904541015625
269.0,2024-12-24 16:28:07.711957,0.0,9.4681978225708,9.46035385131836,0.0,60.76294708251953,60.75430679321289
270.0,2024-12-24 16:28:14.922807,0.0,9.451627731323242,9.443739891052246,0.0,60.74637222290039,60.73771286010742
271.0,2024-12-24 16:28:22.035778,0.0,9.435046195983887,9.427135467529297,0.0,60.72978973388672,60.72111892700195
272.0,2024-12-24 16:28:28.788983,0.0,9.418460845947266,9.410537719726562,0.0,60.71320343017578,60.704524993896484
273.0,2024-12-24 16:28:35.910528,0.0,9.401871681213379,9.393942832946777,0.0,60.69661331176758,60.68793487548828
274.0,2024-12-24 16:28:42.758553,0.0,9.38528060913086,9.377348899841309,0.0,60.680023193359375,60.67134094238281
275.0,2024-12-24 16:28:49.603280,0.0,9.36868953704834,9.360755920410156,0.0,60.66343307495117,60.654747009277344
276.0,2024-12-24 16:28:56.104778,0.0,9.352097511291504,9.344162940979004,0.0,60.6468391418457,60.63815689086914
277.0,2024-12-24 16:29:03.036967,0.0,9.3353910446167,9.327393531799316,0.0,60.630008697509766,60.6212158203125
278.0,2024-12-24 16:29:10.107617,0.0,9.318668365478516,9.310639381408691,0.0,60.613285064697266,60.60447692871094
279.0,2024-12-24 16:29:16.857835,0.0,9.301939010620117,9.293892860412598,0.0,60.596553802490234,60.587738037109375
280.0,2024-12-24 16:29:23.724760,0.0,9.285205841064453,9.27715015411377,0.0,60.57981872558594,60.57099914550781
281.0,2024-12-24 16:29:30.815832,0.0,9.26846981048584,9.260409355163574,0.0,60.56308364868164,60.55426025390625
282.0,2024-12-24 16:29:37.488999,0.0,9.25173282623291,9.243669509887695,0.0,60.54634475708008,60.53752136230469
283.0,2024-12-24 16:29:44.419887,0.0,9.234994888305664,9.226930618286133,0.0,60.529605865478516,60.520782470703125
284.0,2024-12-24 16:29:51.283621,0.0,9.218257904052734,9.210192680358887,0.0,60.51287078857422,60.50404357910156
285.0,2024-12-24 16:29:58.009274,0.0,9.201519012451172,9.193453788757324,0.0,60.496131896972656,60.4873046875
286.0,2024-12-24 16:30:05.148806,0.0,9.184781074523926,9.176715850830078,0.0,60.479393005371094,60.4705696105957
287.0,2024-12-24 16:30:11.633966,0.0,9.16804313659668,9.159977912902832,0.0,60.46265411376953,60.45383071899414
288.0,2024-12-24 16:30:18.197266,0.0,9.151305198669434,9.14323902130127,0.0,60.44591522216797,60.43709182739258
289.0,2024-12-24 16:30:24.754522,0.0,9.135584831237793,9.128067016601562,0.0,60.431236267089844,60.42333984375
290.0,2024-12-24 16:30:31.606394,0.0,9.11999797821045,9.112762451171875,0.0,60.41566848754883,60.40791702270508
291.0,2024-12-24 16:30:38.332015,0.0,9.104480743408203,9.09738826751709,0.0,60.40016174316406,60.39248275756836
292.0,2024-12-24 16:30:45.147029,0.0,9.088998794555664,9.081977844238281,0.0,60.384681701660156,60.37704086303711
293.0,2024-12-24 16:30:51.661972,0.0,9.073534965515137,9.066549301147461,0.0,60.36922073364258,60.361595153808594
294.0,2024-12-24 16:30:57.630674,0.0,9.058079719543457,9.051112174987793,0.0,60.35376739501953,60.346153259277344
295.0,2024-12-24 16:31:04.135222,0.0,9.04262924194336,9.035670280456543,0.0,60.33831787109375,60.33070755004883
296.0,2024-12-24 16:31:10.704004,0.0,9.027181625366211,9.02022647857666,0.0,60.32286834716797,60.31526184082031
297.0,2024-12-24 16:31:18.013013,0.0,9.011734008789062,9.004781723022461,0.0,60.30742263793945,60.2998161315918
298.0,2024-12-24 16:31:25.175077,0.0,8.996288299560547,8.989336013793945,0.0,60.29197692871094,60.28437042236328
299.0,2024-12-24 16:31:32.561908,0.0,8.980841636657715,8.97389030456543,0.0,60.276527404785156,60.268924713134766
300.0,2024-12-24 16:31:39.911952,0.0,8.965394973754883,8.958444595336914,0.0,60.26108169555664,60.25347900390625
