iteration,timestamp,T2,T3,T4,V2F,J300,J256,J289,J415,J14,J422,PU4F,PU5F,PU6F,PU7F,V2,PU4,PU5,PU6,PU7,ScadaCommand_V2,T2S,ScadaCommand_PU4,T3S,ScadaCommand_PU5,ScadaCommand_PU6,T4S,ScadaCommand_PU7
79,2025-02-20 23:08:33.814855,3.3677010944327,4.854706764221191,3.517214298248291,92.845995931043,29.5639087132075,75.6275238197971,29.5248856765094,88.7935341435984,32.1664122957071,31.2664112963265,0.0,0.0,0.0,48.9961226001136,1,0,0,0,1,1.0,3.3289122581481934,0.0,4.854706764221191,0.0,0.0,3.517214298248291,1.0
80,2025-02-20 23:09:21.529724,3.40642015045864,4.83516263961792,3.5770373344421387,92.7575835043513,29.5980492489786,75.6079802971522,29.5590400941466,88.8454784280047,32.1999003772634,31.2998993788345,0.0,0.0,0.0,48.9867106070536,1,0,0,0,1,1.0,3.3677010536193848,0.0,4.83516263961792,0.0,0.0,3.5770373344421387,1.0
81,2025-02-20 23:10:08.531813,3.44506958809893,4.81561803817749,3.636833906173706,92.6694447156251,29.6321447328923,75.5884363380137,29.5931494959297,88.8974213015929,32.2333455266306,31.3333445291504,0.0,0.0,0.0,48.9772726609696,1,0,0,0,1,1.0,3.4064202308654785,0.0,4.81561803817749,0.0,0.0,3.636833906173706,1.0
82,2025-02-20 23:10:58.153803,3.48364965990185,4.796073913574219,3.696603775024414,92.5815819793172,29.6661948191931,75.568896501361,29.6272135160961,88.9493367371705,32.266747503804,31.3667465072696,0.0,0.0,0.0,48.9678223129676,1,0,0,0,1,1.0,3.4450695514678955,0.0,4.796073913574219,0.0,0.0,3.696603775024414,1.0
83,2025-02-20 23:11:46.892890,3.52216061382433,4.776529312133789,3.756347179412842,92.4940025387855,29.7001992950384,75.5493516798085,29.66123191946,89.0011958713306,32.3001062191617,31.4001052235699,0.0,0.0,0.0,48.9583747139051,1,0,0,0,1,1.0,3.483649730682373,0.0,4.776529312133789,0.0,0.0,3.756347179412842,1.0
84,2025-02-20 23:12:34.502045,3.56060270609397,4.756985187530518,3.81606388092041,92.406690297679,29.734158948977,75.529805332239,29.6952055147014,89.0530253046005,32.3334224001298,31.4334214054778,0.0,0.0,0.0,48.9489162110775,1,0,0,0,1,1.0,3.522160530090332,0.0,4.756985187530518,0.0,0.0,3.81606388092041,1.0
85,2025-02-20 23:13:22.985626,3.59735082717347,4.734434604644775,3.8698441982269287,90.6775293375972,29.6600427920708,74.8589376591489,29.6208150375139,88.6268192893336,32.2491737730478,31.3491727970083,0.0,0.0,0.0,49.1347435995156,1,0,0,0,1,1.0,3.597350835800171,0.0,4.734434604644775,0.0,0.0,3.8698441982269287,1.0
86,2025-02-20 23:14:12.858862,3.63402555806093,4.711884021759033,3.9236018657684326,90.5865817356357,29.6921154326966,74.8363878409417,29.6528994851257,88.674067080498,32.2805984139035,31.3805974388429,0.0,0.0,0.0,49.1267581114321,1,0,0,0,1,1.0,3.597350835800171,0.0,4.711884021759033,0.0,0.0,3.9236018657684326,1.0
87,2025-02-20 23:15:01.247835,3.67062698130178,4.689333438873291,3.977337121963501,90.4957105913411,29.7241319522704,74.8138355563492,29.6849278276545,88.7212768287891,32.3119680419896,31.4119670679071,0.0,0.0,0.0,49.1187603393552,1,0,0,0,1,1.0,3.6340255737304688,0.0,4.689333438873291,0.0,0.0,3.977337121963501,1.0
88,2025-02-20 23:15:49.209865,3.70715538474183,4.666782855987549,4.031049728393555,90.4051404488087,29.7561017005102,74.7912829938952,29.7169094093587,88.7684514765602,32.3432934732615,31.443292500154,0.0,0.0,0.0,49.1107543466776,1,0,0,0,1,1.0,3.6706268787384033,0.0,4.666782855987549,0.0,0.0,4.031049728393555,1.0
89,2025-02-20 23:16:36.726193,3.74361103836507,4.644232273101807,4.084739685058594,90.31490028147,29.788023720861,74.7687344681604,29.748843273507,88.8155898369816,32.3745735828652,31.474572610729,0.0,0.0,0.0,49.1027402495167,1,0,0,0,1,1.0,3.7436110973358154,0.0,4.644232273101807,0.0,0.0,4.084739685058594,1.0
90,2025-02-20 23:17:23.739779,3.77999424780013,4.6216816902160645,4.138407230377197,90.2249554821708,29.8199006239173,74.7461845863353,29.7807320528288,88.8627229524794,32.4058109583034,31.5058099871353,0.0,0.0,0.0,49.0947030654436,1,0,0,0,1,1.0,3.7436110973358154,0.0,4.6216816902160645,0.0,0.0,4.138407230377197,1.0
91,2025-02-20 23:18:12.847131,3.8163052790295,4.599131107330322,4.192051887512207,90.1353269761671,29.8517298393385,74.7236385269579,29.8125731401634,88.9098009358439,32.4370032066605,31.5370022364572,0.0,0.0,0.0,49.0866677031733,1,0,0,0,1,1.0,3.779994249343872,0.0,4.599131107330322,0.0,0.0,4.192051887512207,1.0
92,2025-02-20 23:19:02.437773,3.85254441033476,4.57658052444458,4.245673656463623,90.0460091297361,29.8835125422204,74.7010849289033,29.8443677440522,88.9568679275881,32.468151187913,31.568150218671,0.0,0.0,0.0,49.0786115271755,1,0,0,0,1,1.0,3.816305160522461,0.0,4.57658052444458,0.0,0.0,4.245673656463623,1.0
93,2025-02-20 23:19:51.999690,3.88871194708663,4.554029941558838,4.2992730140686035,89.9569906754323,29.9152505348881,74.6785381411685,29.8761176430304,89.0038951590986,32.499257118557,31.5992561502733,0.0,0.0,0.0,49.0705506311559,1,0,0,0,1,1.0,3.8525443077087402,0.0,4.554029941558838,0.0,0.0,4.2992730140686035,1.0
94,2025-02-20 23:20:41.734575,3.92480814614211,4.531479358673096,4.35284948348999,89.8682844903362,29.9469409991718,74.6559817629059,29.9078200354053,89.050900970458,32.5303177017695,31.6303167344406,0.0,0.0,0.0,49.0624738591601,1,0,0,0,1,1.0,3.888711929321289,0.0,4.531479358673096,0.0,0.0,4.35284948348999,1.0
95,2025-02-20 23:21:29.533851,3.96083329732474,4.5089287757873535,4.406403064727783,89.7798841359077,29.9785861287207,74.633436092562,29.939477095205,89.097862350745,32.561335526844,31.6613345604666,0.0,0.0,0.0,49.054394489744,1,0,0,0,1,1.0,3.9248082637786865,0.0,4.5089287757873535,0.0,0.0,4.406403064727783,1.0
96,2025-02-20 23:22:18.948589,3.99678769180926,4.486378192901611,4.459934234619141,89.6917735157956,30.0101863323321,74.6108844834753,29.9710892573192,89.1448132066534,32.5923107576264,31.6923097921974,0.0,0.0,0.0,49.0462948519872,1,0,0,0,1,1.0,3.9967877864837646,0.0,4.486378192901611,0.0,0.0,4.459934234619141,1.0
97,2025-02-20 23:23:06.745475,4.03118908090275,4.459693908691406,4.504811763763428,88.2159256590285,29.947822836766,73.564914683781,29.9083117254098,88.549879285582,32.5223560581756,31.6223551086324,0.0,0.0,0.0,49.3260672529919,1,0,0,0,1,1.0,4.03118896484375,0.0,4.459693908691406,0.0,0.0,4.504811763763428,0.0
98,2025-02-20 23:23:56.918022,4.09556638721369,4.433009624481201,4.410635471343994,72.7769368346571,32.643155002024,73.5382305808088,32.6431550020218,67.1230658028106,34.9459831241419,34.0459823407817,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.095566272735596,0.0,4.433009624481201,0.0,0.0,4.410635471343994,0.0
99,2025-02-20 23:24:46.516199,4.15978181758624,4.406325340270996,4.316460132598877,72.5939382258787,32.6907308299615,73.5115502061122,32.6907308299595,67.0289899116391,34.9925689586452,34.0925681772548,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.095566272735596,0.0,4.406325340270996,0.0,0.0,4.316460132598877,0.0
100,2025-02-20 23:25:34.442892,4.22383596927895,4.379641532897949,4.222280025482178,72.4116253216494,32.7382239105217,73.4848647779768,32.7382239105196,66.9342961359418,35.039076704331,34.139075924903,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.2238359451293945,0.0,4.379641532897949,0.0,0.0,4.222280025482178,0.0
101,2025-02-20 23:26:22.639950,4.28772921164854,4.352957248687744,4.128100395202637,72.2297108021053,32.7856476106597,73.4581808378327,32.7856476106576,66.8401159473775,35.0855204882064,34.1855197107364,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.2238359451293945,0.0,4.352957248687744,0.0,0.0,4.128100395202637,0.0
102,2025-02-20 23:27:10.744039,4.3514620170107,4.326272964477539,4.0339202880859375,72.0483387295872,32.8329947283574,73.4314988516848,32.8329947283554,66.7459395833401,35.1318926698016,34.2318918942839,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.287729263305664,0.0,4.326272964477539,0.0,0.0,4.0339202880859375,0.0
103,2025-02-20 23:28:00.927257,4.41503485608669,4.299588680267334,3.9397401809692383,71.8675018607371,32.8802652489804,73.4048165997552,32.8802652489783,66.6517578049402,35.1781931731003,34.2781923995291,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.351461887359619,0.0,4.299588680267334,0.0,0.0,3.9397401809692383,0.0
104,2025-02-20 23:29:42.172213,4.52441301604613,4.253513813018799,3.777122735977173,71.5074458063043,32.974578907898,73.3514462305416,32.974578907896,66.4634059432866,35.2705816721749,34.3705809024793,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.478448390960693,0.0,4.253513813018799,0.0,0.0,3.777122735977173,0.0
105,2025-02-20 23:30:31.681411,4.54167103590898,4.246220588684082,3.751380205154419,71.3771748190482,33.0087650755241,73.3320550510948,33.0087650755219,66.3949616842642,35.3040738032709,34.4040730349776,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.541670799255371,0.0,4.246220588684082,0.0,0.0,3.751380205154419,0.0
106,2025-02-20 23:31:20.812087,4.60476684994641,4.219536304473877,3.657212734222412,71.3282394978023,33.0216098665064,73.3247685390859,33.0216098665043,66.3705672862686,35.3166585489546,34.416657781188,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.541670799255371,0.0,4.219536304473877,0.0,0.0,3.657212734222412,0.0
107,2025-02-20 23:32:12.313831,4.66770459822878,4.192852020263672,3.5630462169647217,71.1495474677122,33.0685774749934,73.2980828022404,33.0685774749912,66.276532297136,35.3626758281627,34.4626750623195,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.6677045822143555,0.0,4.192852020263672,0.0,0.0,3.5630462169647217,0.0
108,2025-02-20 23:33:04.006821,4.73048475320513,4.166167736053467,3.4688808917999268,70.971397884648,33.1154695432435,73.2713952851446,33.1154695432416,66.1824794270343,35.408622456641,34.5086216927154,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.730484962463379,0.0,4.166167736053467,0.0,0.0,3.4688808917999268,0.0
109,2025-02-20 23:33:52.868720,4.79098497926183,4.134034633636475,3.359086275100708,68.393990619029,32.9499560292038,71.6750119159212,32.9499560292019,64.4831966721525,35.229657197202,34.3296564610192,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.730484962463379,0.0,4.134034633636475,0.0,0.0,3.359086275100708,0.0
110,2025-02-20 23:34:41.450561,4.85131804408446,4.101901531219482,3.249293565750122,68.2050283122351,32.9940014571176,71.6428827585224,32.9940014571158,64.3736053987371,35.2727330423097,34.3727323081609,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.790985107421875,0.0,4.101901531219482,0.0,0.0,3.249293565750122,0.0
111,2025-02-20 23:35:31.004917,4.91148448236658,4.06976842880249,3.1395020484924316,68.0166647896954,33.0379709684708,71.6107485357622,33.0379709684688,64.2640064891144,35.3157383694869,34.4157376373655,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.851317882537842,0.0,4.06976842880249,0.0,0.0,3.1395020484924316,0.0
112,2025-02-20 23:36:22.474537,4.97148483328185,4.037635326385498,3.029712438583374,67.8288920032344,33.0818651809735,71.5786126578976,33.0818651809718,64.1544118028149,35.3586737777019,34.4586730476017,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.911484718322754,0.0,4.037635326385498,0.0,0.0,3.029712438583374,0.0
113,2025-02-20 23:37:11.638429,5.03131962573392,4.005502700805664,2.919924020767212,67.6417276588381,33.1256832735998,71.5464826678036,33.125683273598,64.0448098003121,35.4015383669703,34.5015376388847,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,4.971484661102295,0.0,4.005502700805664,0.0,0.0,2.919924020767212,1.0
114,2025-02-20 23:37:59.516701,5.05978790144979,3.9733693599700928,2.952805519104004,82.8059042887901,30.6387984125458,71.5143501122911,30.5973413371962,86.7080759114976,33.1886121517967,32.2886112604862,0.0,0.0,0.0,50.6232969976589,1,0,0,0,1,1.0,5.031319618225098,0.0,3.9733693599700928,0.0,0.0,2.952805519104004,1.0
115,2025-02-20 23:38:51.579784,5.08818514345672,3.9412362575531006,2.9856786727905273,82.7226708630064,30.6636080113803,71.482217437077,30.6221553794099,86.7387239553222,33.2128984385951,32.3128975481805,0.0,0.0,0.0,50.6203672282777,1,0,0,0,1,1.0,5.0881853103637695,0.0,3.9412362575531006,0.0,0.0,2.9856786727905273,1.0
116,2025-02-20 23:39:43.655635,5.1144449302396,3.9091033935546875,3.0184381008148193,80.26601198344,30.5852581587427,71.4500836752681,30.5438666559645,86.7406703337164,33.1196176365511,32.2196167725796,0.0,0.0,0.0,50.5800466450906,1,0,0,0,1,1.0,5.0881853103637695,0.0,3.9091033935546875,0.0,0.0,3.0184381008148193,1.0
117,2025-02-20 23:40:31.928313,5.140576510608,3.8769702911376953,3.05118465423584,80.1164768834042,30.6053574609438,71.4179548390626,30.5639729240999,86.769916731006,33.1388054802433,32.2388046178814,0.0,0.0,0.0,50.5754502031577,1,0,0,0,1,1.0,5.114444732666016,0.0,3.8769702911376953,0.0,0.0,3.05118465423584,1.0
118,2025-02-20 23:41:18.556633,5.1665805447202,3.844837188720703,3.0839180946350098,79.9676588758018,30.6253862360146,71.3858176435469,30.5840086986181,86.7991359883695,33.1579282714237,32.2579274106637,0.0,0.0,0.0,50.5708312891748,1,0,0,0,1,1.0,5.140576362609863,0.0,3.844837188720703,0.0,0.0,3.0839180946350098,1.0
119,2025-02-20 23:42:06.785809,5.19245768557398,3.812704086303711,3.116638660430908,79.8195804955242,30.6453443509855,71.3536879707289,30.6039738303921,86.8283067509636,33.176985943314,32.2769850841479,0.0,0.0,0.0,50.5662005613066,1,0,0,0,1,1.0,5.166580677032471,0.0,3.812704086303711,0.0,0.0,3.116638660430908,1.0
120,2025-02-20 23:42:55.015045,5.21820859671196,3.780571222305298,3.149345874786377,79.6722288654905,30.6652326688364,71.3215574319534,30.6238692058024,86.857460597049,33.195979259836,32.2959784022559,0.0,0.0,0.0,50.5615425720327,1,0,0,0,1,1.0,5.192457675933838,0.0,3.780571222305298,0.0,0.0,3.149345874786377,1.0
121,2025-02-20 23:43:45.016998,5.24327492378118,3.744680166244507,3.1640350818634033,79.3817026084866,30.6554056844538,70.0639396685713,30.6133068924106,85.8788724773566,33.1878164614655,32.2878156070126,0.0,0.0,0.0,51.0449111421488,1,0,0,0,1,1.0,5.243274688720703,0.0,3.744680166244507,0.0,0.0,3.1640350818634033,1.0
122,2025-02-20 23:44:32.709695,5.26821008002182,3.708789348602295,3.1787288188934326,79.2349682735107,30.674372679115,70.0280503457108,30.6322715013685,85.894685340656,33.2059393520301,32.3059384991567,0.0,0.0,0.0,51.0464730348031,1,0,0,0,1,1.0,5.243274688720703,0.0,3.708789348602295,0.0,0.0,3.1787288188934326,1.0
123,2025-02-20 23:45:23.156647,5.29301472999644,3.672898530960083,3.1934268474578857,79.0889743706771,30.6932665013797,69.992162427602,30.6511629683608,85.9104651941863,33.2239945438544,32.3239936925523,0.0,0.0,0.0,51.0480149647182,1,0,0,0,1,1.0,5.2930145263671875,0.0,3.672898530960083,0.0,0.0,3.1934268474578857,1.0
124,2025-02-20 23:46:11.419739,5.31768955427368,3.637007713317871,3.2081291675567627,78.9437176807155,30.7120882811694,69.9562741037097,30.669982442229,85.9262381863865,33.2419830294413,32.3419821797028,0.0,0.0,0.0,51.049524547348,1,0,0,0,1,1.0,5.2930145263671875,0.0,3.637007713317871,0.0,0.0,3.2081291675567627,1.0
125,2025-02-20 23:46:58.480607,5.34223521923782,3.60111665725708,3.2228355407714844,78.7992030325313,30.7308375687848,69.9203749560786,30.6887294657017,85.9419938590625,33.2599043982578,32.3599035500749,0.0,0.0,0.0,51.0510067425409,1,0,0,0,1,1.0,5.317689418792725,0.0,3.60111665725708,0.0,0.0,3.2228355407714844,1.0
126,2025-02-20 23:47:48.521524,5.36665241175247,3.565225839614868,3.23754620552063,78.6554143297735,30.7495155967886,69.8844881145769,30.707405271153,85.9577331997397,33.2777599546159,32.3777591079806,0.0,0.0,0.0,51.0524616754066,1,0,0,0,1,1.0,5.366652488708496,0.0,3.565225839614868,0.0,0.0,3.23754620552063,1.0
127,2025-02-20 23:48:35.997667,5.39094179337325,3.5293350219726562,3.252260684967041,78.5123596206176,30.7681214734245,69.8485991250354,30.7260089596503,85.9734458310582,33.2955486814374,32.395547836342,0.0,0.0,0.0,51.0538940456247,1,0,0,0,1,1.0,5.366652488708496,0.0,3.5293350219726562,0.0,0.0,3.252260684967041,1.0
128,2025-02-20 23:49:24.287908,5.41510404995279,3.4934442043304443,3.266979217529297,78.3700356857935,30.7866566881642,69.8127062798915,30.7445420461633,85.9891669607364,33.3132719972895,32.413271153726,0.0,0.0,0.0,51.0552871642958,1,0,0,0,1,1.0,5.390941619873047,0.0,3.4934442043304443,0.0,0.0,3.266979217529297,1.0
129,2025-02-20 23:50:12.728290,5.43913983456231,3.4575531482696533,3.2817015647888184,78.2284401108484,30.8051198826217,69.7768158792591,30.7630031360287,86.0048472653324,33.3309286341805,32.4309277921412,0.0,0.0,0.0,51.0566647802088,1,0,0,0,1,1.0,5.415103912353516,0.0,3.4575531482696533,0.0,0.0,3.2817015647888184,1.0
130,2025-02-20 23:50:57.657905,5.46304981514459,3.4216623306274414,3.2964277267456055,78.0875720909648,30.8235121451873,69.7409332374803,30.7813933466197,86.0205261605056,33.3485194936186,32.4485186530956,0.0,0.0,0.0,51.0580079233903,1,0,0,0,1,1.0,5.46304988861084,0.0,3.4216623306274414,0.0,0.0,3.2964277267456055,1.0
131,2025-02-20 23:51:47.911684,5.48683466600221,3.3857715129852295,3.311157464981079,77.9474251876024,30.8418339947334,69.7050418859036,30.7997131891258,86.0361940094191,33.3660452086922,32.4660443696776,0.0,0.0,0.0,51.0593216250374,1,0,0,0,1,1.0,5.46304988861084,0.0,3.3857715129852295,0.0,0.0,3.311157464981079,1.0
132,2025-02-20 23:52:37.422757,5.51049504409346,3.3498806953430176,3.3258910179138184,77.8080002055788,30.8600849611796,69.6691490631036,30.8179621880414,86.0518431714179,33.3835051640593,32.4835043265455,0.0,0.0,0.0,51.060609437906,1,0,0,0,1,1.0,5.486834526062012,0.0,3.3498806953430176,0.0,0.0,3.3258910179138184,1.0
133,2025-02-20 23:53:27.453543,5.46595668672705,3.315117120742798,3.330420970916748,0.0,28.4971984645627,70.0130018585617,28.4561552347033,85.1091795068695,41.7536162633423,29.8748080326236,0.0,0.0,0.0,50.3498025537361,0,0,0,0,1,0.0,5.510495185852051,0.0,3.315117120742798,0.0,0.0,3.330420970916748,1.0
134,2025-02-20 23:54:20.296051,5.42143431713525,3.280353546142578,3.33489990234375,0.0,28.4539983536974,69.9782356381423,28.4129824065516,85.1016805417985,41.7769103683275,29.8314832169782,0.0,0.0,0.0,50.3317279912316,0,0,0,0,1,0.0,5.465956687927246,0.0,3.280353546142578,0.0,0.0,3.33489990234375,1.0
135,2025-02-20 23:55:09.906439,5.37692791874319,3.2455902099609375,3.3393280506134033,0.0,28.4108124346997,69.9434731265842,28.3698237325508,85.0941369469343,41.8001879027478,29.7881727603517,0.0,0.0,0.0,50.3136728953636,0,0,0,0,1,0.0,5.42143440246582,0.0,3.2455902099609375,0.0,0.0,3.3393280506134033,1.0
136,2025-02-20 23:56:00.982385,5.33243747500214,3.2108266353607178,3.343705415725708,0.0,28.3676406935228,69.9087119075651,28.3266792008036,85.0865515546651,41.8234492695129,29.7448766492904,0.0,0.0,0.0,50.2956358585733,0,0,0,0,1,0.0,5.376927852630615,0.0,3.2108266353607178,0.0,0.0,3.343705415725708,1.0
137,2025-02-20 23:56:51.326981,5.28796298970121,3.176063060760498,3.348031997680664,0.0,28.3244848110235,69.8739480766133,28.2835505221237,85.0789652434087,41.8466956615204,29.7015964104526,0.0,0.0,0.0,50.2775970295953,0,0,0,0,1,0.0,5.332437515258789,0.0,3.176063060760498,0.0,0.0,3.348031997680664,1.0
138,2025-02-20 23:57:41.895182,5.24350443155479,3.1412994861602783,3.3523077964782715,0.0,28.2813418800894,69.839186747563,28.2404347370356,85.0713066692,41.8699252347043,29.6583293886823,0.0,0.0,0.0,50.2595911444943,0,0,0,0,1,0.0,5.287962913513184,0.0,3.1412994861602783,0.0,0.0,3.3523077964782715,1.0
139,2025-02-20 23:58:31.799271,5.19906179753174,3.1065361499786377,3.3565328121185303,0.0,28.2382141997333,69.8044214670701,28.1973341874321,85.0636342170113,41.8931383106024,29.6150776958821,0.0,0.0,0.0,50.2415897777236,0,0,0,0,1,0.0,5.243504524230957,0.0,3.1065361499786377,0.0,0.0,3.3565328121185303,1.0
140,2025-02-20 23:59:19.086242,5.15463505970005,3.071772575378418,3.3607072830200195,0.0,28.1950997481548,69.76965928997,28.1542468243222,85.0559103573005,41.9163355213473,29.5718394428758,0.0,0.0,0.0,50.2236109826546,0,0,0,0,1,0.0,5.199061870574951,0.0,3.071772575378418,0.0,0.0,3.3607072830200195,1.0
141,2025-02-21 00:00:08.627995,5.11022422466132,3.0370090007781982,3.36483097076416,0.0,28.1520012576295,69.7349000369152,28.1111753995386,85.0481634045145,41.9395188622896,29.5286172189044,0.0,0.0,0.0,50.2056417929532,0,0,0,0,1,0.0,5.154634952545166,0.0,3.0370090007781982,0.0,0.0,3.36483097076416,1.0
142,2025-02-21 00:00:58.997541,5.06582926442711,3.0022456645965576,3.368903875350952,0.0,28.108916001214,69.7001320699283,28.0681171748722,85.040375941597,40.655480734976,29.4854084113596,0.0,0.0,0.0,50.1876897005909,0,0,0,0,1,0.0,5.065829277038574,0.0,3.0022456645965576,0.0,0.0,3.368903875350952,1.0
143,2025-02-21 00:01:47.149051,5.02145017439901,2.967482089996338,3.3729264736175537,0.0,28.0658459826953,69.6653740138378,28.0250741585946,85.0325605201321,40.6640776086774,29.4422149474124,0.0,0.0,0.0,50.1697544721063,0,0,0,0,1,0.0,5.021450042724609,1.0,2.967482089996338,0.0,0.0,3.3729264736175537,1.0
144,2025-02-21 00:02:35.514723,4.94717345225558,3.003750801086426,3.3734018802642822,0.0,24.7237519709149,86.7342435180986,24.7914754901668,84.2198124086827,40.6745293206043,26.5041055330746,35.0568123189941,0.0,0.0,48.9115369870576,0,1,0,0,1,0.0,4.947173595428467,1.0,3.003750801086426,0.0,0.0,3.3734018802642822,1.0
145,2025-02-21 00:03:24.485651,4.873471484694,3.0419728755950928,3.3841817378997803,0.0,24.7258312047127,87.4557243583505,24.7915105226167,84.6384519024237,40.2492035761527,26.4969187509797,34.6299176337918,0.0,0.0,48.6886862874834,0,1,0,0,1,0.0,4.947173595428467,1.0,3.0419728755950928,0.0,0.0,3.3841817378997803,1.0
146,2025-02-21 00:04:13.421939,4.79983051487664,3.0801165103912354,3.394876718521118,0.0,24.6601885631987,87.4558171837282,24.7256956428143,84.6290222591817,40.2537452679589,26.4303288207591,34.5910950661465,0.0,0.0,48.6585519684189,0,1,0,0,1,0.0,4.873471260070801,1.0,3.0801165103912354,0.0,0.0,3.394876718521118,1.0
147,2025-02-21 00:05:01.577168,4.7262505551311,3.1181812286376953,3.405486583709717,0.0,24.5946004849031,87.4558905988743,24.6599354065442,84.6195435666223,40.2591341628852,26.3637941862961,34.5522417350355,0.0,0.0,48.6284354782171,0,1,0,0,1,0.0,4.799830436706543,1.0,3.1181812286376953,0.0,0.0,3.405486583709717,1.0
148,2025-02-21 00:05:52.729538,4.65273158962903,3.1561672687530518,3.4160118103027344,0.0,24.5290656587897,87.4559407344429,24.5942285437674,84.6100182002309,40.2645253768442,26.2973136993866,34.5133834225052,0.0,0.0,48.5983428650593,0,1,0,0,1,0.0,4.652731418609619,1.0,3.1561672687530518,0.0,0.0,3.4160118103027344,1.0
149,2025-02-21 00:06:40.542560,4.57927359881765,3.1940743923187256,3.426452159881592,0.0,24.463583614646,87.4559674312569,24.5285745792696,84.6004405783861,40.2699234248505,26.2308869164546,34.4745199667007,0.0,0.0,48.5682769529655,0,1,0,0,1,0.0,4.579273700714111,1.0,3.1940743923187256,0.0,0.0,3.426452159881592,1.0
150,2025-02-21 00:07:28.759285,4.5058765634696,3.231902837753296,3.436807870864868,0.0,24.3981544150768,87.4559707165406,24.4629735813766,84.5908179325596,40.2753260291832,26.1645138602985,34.4356513769454,0.0,0.0,48.5382339921013,0,1,0,0,1,0.0,4.579273700714111,1.0,3.231902837753296,0.0,0.0,3.436807870864868,1.0
151,2025-02-21 00:08:18.672792,4.43254046945259,3.2696526050567627,3.4470791816711426,0.0,24.3327786003498,87.4559508070823,24.3974260868311,84.581144965302,40.2807338272392,26.0981951077887,34.3967778340946,0.0,0.0,48.5082171901919,0,1,0,0,1,0.0,4.505876541137695,1.0,3.2696526050567627,0.0,0.0,3.4470791816711426,1.0
152,2025-02-21 00:09:06.636930,4.35926529374432,3.307323694229126,3.457265615463257,0.0,24.2674551079042,87.4559073235055,24.3319310273708,84.5714162456393,40.2861467917995,26.0319296150381,34.3578989210296,0.0,0.0,48.4782289834839,0,1,0,0,1,0.0,4.359265327453613,1.0,3.307323694229126,0.0,0.0,3.457265615463257,1.0
153,2025-02-21 00:09:55.652127,4.28605101968508,3.3449158668518066,3.467367649078369,0.0,24.2021846996434,87.4558405590892,24.2664891727779,84.5616406277681,40.2915641645907,25.9657181030425,34.3190149041242,0.0,0.0,48.4482651202295,0,1,0,0,1,0.0,4.286050796508789,1.0,3.3449158668518066,0.0,0.0,3.467367649078369,1.0
154,2025-02-21 00:10:45.718901,4.21289763211737,3.3824291229248047,3.4773852825164795,0.0,24.1369675679431,87.4557505953462,24.2011007204127,84.5518241910759,40.296986780969,25.8995607322839,34.2801258385554,0.0,0.0,48.4183225112725,0,1,0,0,1,0.0,4.286050796508789,1.0,3.3824291229248047,0.0,0.0,3.4773852825164795,1.0
155,2025-02-21 00:11:33.736730,4.13980511220323,3.419863700866699,3.487318515777588,0.0,24.0718031965308,87.4556372591304,24.1357651416945,84.5419522154898,40.3024147647171,25.8334570641728,34.2412315082599,0.0,0.0,48.3884088774174,0,1,0,0,1,0.0,4.212897777557373,1.0,3.419863700866699,0.0,0.0,3.487318515777588,1.0
156,2025-02-21 00:12:22.665944,4.06677344374704,3.457219362258911,3.4971675872802734,0.0,24.0066919471722,87.455500689662,24.0704828092152,84.5320379232694,40.307847707455,25.7674073901334,34.202332034142,0.0,0.0,48.3585173889508,0,1,0,0,1,0.0,4.139805316925049,1.0,3.457219362258911,0.0,0.0,3.4971675872802734,1.0
157,2025-02-21 00:13:11.435922,3.99310992721641,3.492298126220703,3.484907865524292,0.0,23.8507555160811,86.6950664116418,23.9160225906973,83.717901317123,40.5719652108308,25.6210051973583,34.5622688702441,0.0,0.0,48.712868427352,0,1,0,0,1,0.0,3.993109941482544,1.0,3.492298126220703,0.0,0.0,3.484907865524292,1.0
158,2025-02-21 00:14:01.368343,3.91950036354355,3.5272982120513916,3.472585439682007,0.0,23.7842375892541,86.6941288282927,23.8493210583784,83.6925089898978,40.5792103733227,25.5536254707312,34.5234509213307,0.0,0.0,48.690692830637,0,1,0,0,1,0.0,3.993109941482544,1.0,3.5272982120513916,0.0,0.0,3.472585439682007,1.0
