iteration,timestamp,T5,T7,PU8F,PU10F,PU11F,J302,J306,J307,J317,PU8,PU10,PU11,ScadaCommand_PU8,T5S,ScadaCommand_PU10,T7S,ScadaCommand_PU11
118,2025-02-20 23:41:14.888784,1.6188102960586548,3.4000000953674316,37.9125716294271,0.0,0.0,28.0378227772685,84.6864505540534,28.0378227772681,16.6726005320703,1,0,0,1.0,1.6188102960586548,1.0,0.0,1.0
119,2025-02-20 23:42:03.510650,1.6643717288970947,3.4000000953674316,37.8986262332534,0.0,0.0,28.0400455707495,84.715022387956,28.0400455707491,16.6466878766894,1,0,0,1.0,1.6643717288970947,1.0,0.0,1.0
120,2025-02-20 23:42:51.426906,1.709895372390747,3.4000000953674316,37.8847023470181,0.0,0.0,28.0423152679958,84.7435893753469,28.0423152679953,16.620795847699,1,0,0,1.0,1.709895372390747,1.0,0.0,1.0
121,2025-02-20 23:43:41.404063,1.7469009160995483,3.4000000953674316,38.1933989164544,0.0,0.0,27.9641160014084,84.0797657782167,27.964116001408,15.7024857957341,1,0,0,1.0,1.7469009160995483,1.0,0.0,1.0
122,2025-02-20 23:44:29.435602,1.7838751077651978,3.4000000953674316,38.18182922046,0.0,0.0,27.9653058835777,84.1030028641964,27.9653058835772,15.6772001850176,1,0,0,1.0,1.7838751077651978,1.0,0.0,1.0
123,2025-02-20 23:45:18.355379,1.8208181858062744,3.4000000953674316,38.1702801397822,0.0,0.0,27.9665405292462,84.1262377773703,27.9665405292457,15.6519492246904,1,0,0,1.0,1.8208181858062744,1.0,0.0,1.0
124,2025-02-20 23:46:08.090321,1.8577300310134888,3.4000000953674316,38.1587515969422,0.0,0.0,27.9678196890962,84.1494704572191,27.9678196890957,15.6254490951064,1,0,0,1.0,1.8577300310134888,1.0,0.0,1.0
125,2025-02-20 23:46:55.583145,1.89461088180542,3.4000000953674316,38.1472435472489,0.0,0.0,27.9691432154318,84.1727008821601,27.9691432154313,15.59956746144,1,0,0,1.0,1.89461088180542,1.0,0.0,1.0
126,2025-02-20 23:47:45.940531,1.9314606189727783,3.4000000953674316,38.1357557623714,0.0,0.0,27.9705103931409,84.1959288123983,27.9705103931404,15.5733481792153,1,0,0,1.0,1.9314606189727783,1.0,0.0,1.0
127,2025-02-20 23:48:33.011038,1.9682793617248535,3.4000000953674316,38.124288172557,0.0,0.0,27.9719209975233,84.2191541962643,27.9719209975228,15.5466150007192,1,0,0,1.0,1.9682793617248535,1.0,0.0,1.0
128,2025-02-20 23:49:21.298457,2.0050671100616455,3.4000000953674316,38.1128408246652,0.0,0.0,27.9733751643139,84.2423771205496,27.9733751643134,15.5480163477993,1,0,0,1.0,2.0050671100616455,1.0,0.0,1.0
129,2025-02-20 23:50:09.068729,2.0418241024017334,3.4000000953674316,38.1014133699282,0.0,0.0,27.9748718076835,84.2655972024841,27.974871807683,15.5250955549934,1,0,0,1.0,2.0418241024017334,1.0,0.0,1.0
130,2025-02-20 23:50:55.940523,2.078550100326538,3.4000000953674316,38.0900057890933,0.0,0.0,27.9764108595328,84.2888144499608,27.9764108595322,15.5016482619063,1,0,0,1.0,2.078550100326538,1.0,0.0,1.0
131,2025-02-20 23:51:43.828750,2.1152455806732178,3.4000000953674316,38.078618138903,0.0,0.0,27.9779924864104,84.3120289610575,27.9779924864099,15.4771862695014,1,0,0,1.0,2.1152455806732178,1.0,0.0,1.0
132,2025-02-20 23:52:33.180703,2.1519100666046143,3.4000000953674316,38.0672499100673,0.0,0.0,27.9796151088959,84.3352401626863,27.9796151088954,15.4506443236477,1,0,0,1.0,2.1519100666046143,1.0,0.0,1.0
133,2025-02-20 23:53:24.259548,2.1889026165008545,3.4000000953674316,38.63232342146,0.0,0.0,29.6390181216083,84.9125836150583,29.6390181216075,13.8585952357655,1,0,0,1.0,2.1889026165008545,1.0,0.0,1.0
134,2025-02-20 23:54:16.993067,2.2258851528167725,3.4000000953674316,38.6287381322414,0.0,0.0,29.6647849660722,84.9452736821823,29.6647849660714,13.8365266163251,1,0,0,1.0,2.2258851528167725,1.0,0.0,1.0
135,2025-02-20 23:55:06.772246,2.2628581523895264,3.4000000953674316,38.625149840411,0.0,0.0,29.6905338968712,84.977950894738,29.6905338968704,13.8143551190102,1,0,0,1.0,2.2628581523895264,1.0,0.0,1.0
136,2025-02-20 23:55:57.882744,2.299821376800537,3.4000000953674316,38.6215587345002,0.0,0.0,29.7162654989241,85.0106154718405,29.7162654989233,13.7924635120748,1,0,0,1.0,2.299821376800537,1.0,0.0,1.0
137,2025-02-20 23:56:45.983917,2.336775064468384,3.4000000953674316,38.6179650124581,0.0,0.0,29.741980386975,85.0432676444045,29.7419803869741,13.7703052818949,1,0,0,1.0,2.336775064468384,1.0,0.0,1.0
138,2025-02-20 23:57:38.565661,2.373718738555908,3.4000000953674316,38.6143683085748,0.0,0.0,29.7676774120587,85.0759069677057,29.7676774120579,13.7484917987311,1,0,0,1.0,2.373718738555908,1.0,0.0,1.0
139,2025-02-20 23:58:28.620507,2.4106528759002686,3.4000000953674316,38.6107688454969,0.0,0.0,29.7933572657419,85.1085337017936,29.7933572657412,13.7263156371418,1,0,0,1.0,2.4106528759002686,1.0,0.0,1.0
140,2025-02-20 23:59:15.843869,2.4475772380828857,3.4000000953674316,38.6071663116783,0.0,0.0,29.8190189685588,85.1411474666826,29.8190189685579,13.7044719296235,1,0,0,1.0,2.4475772380828857,1.0,0.0,1.0
141,2025-02-21 00:00:04.536819,2.4844918251037598,0.0,38.6035616223895,0.0,0.0,29.8446653785783,85.1737493525689,29.8446653785775,13.6873349084595,1,0,0,1.0,2.4844918251037598,1.0,0.0,1.0
142,2025-02-21 00:00:56.141996,2.5102198123931885,0.09650041908025742,34.4631315352484,25.5538726999298,25.5152066635747,17.5515464512227,80.5412078090636,17.2662794622067,80.0888235204057,1,1,1,1.0,2.5102198123931885,1.0,0.09650041908025742,1.0
143,2025-02-21 00:01:45.010044,2.535926342010498,0.18861311674118042,34.4553391890188,25.5439286894332,25.505268767807,17.555963690655,80.5587068340453,17.2709023706798,80.1189263804114,1,1,1,1.0,2.535926342010498,1.0,0.18861311674118042,1.0
144,2025-02-21 00:02:31.847892,2.5616402626037598,0.28463196754455566,34.4579822902918,25.5280302285577,25.4893809817552,17.5891247966422,80.5872048406097,17.3043920780408,80.1931087916127,1,1,1,1.0,2.5616402626037598,1.0,0.28463196754455566,1.0
145,2025-02-21 00:03:21.347518,2.5843422412872314,0.3744257688522339,34.4082360440307,25.5256385115756,25.486990870803,17.2153145744024,80.2975445109709,16.930631285138,79.8254687721439,1,1,1,1.0,2.5843422412872314,1.0,0.3744257688522339,1.0
146,2025-02-21 00:04:10.708050,2.607017993927002,0.460929811000824,34.3986265825399,25.5130614734696,25.4744222790869,17.211924350835,80.3102473480489,16.9275009449962,79.8545158550272,1,1,1,1.0,2.607017993927002,1.0,0.460929811000824,1.0
147,2025-02-21 00:04:58.443601,2.629685640335083,0.5472415685653687,34.3956084202235,25.5002413769798,25.4616107956257,17.2265123228328,80.3297840405187,16.9423536625502,79.9021350418366,1,1,1,1.0,2.629685640335083,1.0,0.5472415685653687,1.0
148,2025-02-21 00:05:48.976429,2.6523451805114746,0.6333626508712769,34.3925800468096,25.4874930778323,25.4488710637248,17.241060377673,80.349300809069,16.9571648650235,79.9495056313843,1,1,1,1.0,2.6523451805114746,1.0,0.6333626508712769,1.0
149,2025-02-21 00:06:36.583784,2.6749966144561768,0.7192935347557068,34.3895519785443,25.4747615718308,25.4361481160594,17.2556016649522,80.3688100340464,16.9719688418127,79.9968033046891,1,1,1,1.0,2.6749966144561768,1.0,0.7192935347557068,1.0
150,2025-02-21 00:07:25.545140,2.6976397037506104,0.8050345778465271,34.3865240022485,25.4620466807938,25.4234417745705,17.2701356024324,80.388311493302,16.9867650143042,80.0440279335809,1,1,1,1.0,2.6976397037506104,1.0,0.8050345778465271,1.0
151,2025-02-21 00:08:14.854784,2.7202746868133545,0.8905861973762512,34.383496179184,25.4493484388392,25.4107520733456,17.2846623574031,80.4078052508038,17.0015535495118,80.0911796918829,1,1,1,1.0,2.7202746868133545,1.0,0.8905861973762512,1.0
152,2025-02-21 00:09:03.720646,2.742901563644409,0.9759487509727478,34.3804685049911,25.4366668422736,25.3980790086864,17.299181918529,80.4272913023906,17.0163344366062,80.1382586723835,1,1,1,1.0,2.742901563644409,1.0,0.9759487509727478,1.0
153,2025-02-21 00:09:51.763448,2.7655200958251953,1.0611226558685303,34.3774409046203,25.4240018464407,25.385422535959,17.3136940820522,80.4467695703868,17.0311074731788,80.1852648803343,1,1,1,1.0,2.7655200958251953,1.0,1.0611226558685303,1.0
154,2025-02-21 00:10:41.815169,2.788130760192871,1.1461083889007568,34.3744134570982,25.4113534955548,25.3727826993405,17.3281990634897,80.4662401371481,17.0458728742628,80.232198511783,1,1,1,1.0,2.788130760192871,1.0,1.1461083889007568,1.0
155,2025-02-21 00:11:29.524636,2.810732841491699,1.230906367301941,34.3713861747939,25.3987217952015,25.3601595044054,17.3426968970332,80.4857030158999,17.0606306743636,80.2790596807803,1,1,1,1.0,2.810732841491699,1.0,1.230906367301941,1.0
156,2025-02-21 00:12:18.917640,2.833327054977417,1.3155168294906616,34.3683590153421,25.3861067193052,25.3475529250879,17.3571874679529,80.5051581629965,17.0753807597155,80.3258484333637,1,1,1,1.0,2.833327054977417,1.0,1.3155168294906616,1.0
157,2025-02-21 00:13:08.195946,2.86248517036438,1.402925729751587,34.2239999134661,25.434903946297,25.3963173001079,17.6320987460803,81.0237804585886,17.3492875280861,80.4756886053486,1,1,1,1.0,2.86248517036438,1.0,1.402925729751587,1.0
158,2025-02-21 00:13:57.623339,2.8916187286376953,1.4872533082962036,34.2147947068968,25.4237979634816,25.3852187904996,17.6361062181752,81.0431254592483,17.3535237951756,80.5081972981726,1,1,1,1.0,2.8916187286376953,1.0,1.4872533082962036,1.0
159,2025-02-21 00:14:46.233780,2.9207401275634766,1.5713999271392822,34.2104251057106,25.4117900966545,25.3732190066187,17.6533863887627,81.067603182235,17.3710512066442,80.5562657089128,1,1,1,1.0,2.9207401275634766,1.0,1.5713999271392822,1.0
160,2025-02-21 00:15:39.541726,2.949850082397461,1.655367374420166,34.2060465186097,25.3998464674688,25.3612834194165,17.6706280232801,81.0920590423401,17.3885386529235,80.6041090309196,1,1,1,1.0,2.949850082397461,1.0,1.655367374420166,1.0
161,2025-02-21 00:16:29.730703,2.978947877883911,1.739155888557434,34.2016681915032,25.387918653048,25.3493636384271,17.6878600520325,81.1165040161347,17.4060160700264,80.6518821390953,1,1,1,1.0,2.978947877883911,1.0,1.739155888557434,1.0
162,2025-02-21 00:17:17.890770,3.0080339908599854,1.8227657079696655,34.1972903086588,25.3760067110439,25.3374597212652,17.7050829767214,81.1409382991143,17.4234839584518,80.6995853893469,1,1,1,1.0,3.0080339908599854,1.0,1.8227657079696655,1.0
163,2025-02-21 00:18:07.201809,3.0371081829071045,1.906197428703308,34.1929127799543,25.3641105850212,25.3255716115266,17.7222965515154,81.1653617962592,17.4409420739142,80.7472187644734,1,1,1,1.0,3.0371081829071045,1.0,1.906197428703308,1.0
164,2025-02-21 00:18:56.507677,3.0661706924438477,1.9894514083862305,34.1885355837577,25.3522302582791,25.3136992925149,17.739500718076,81.1897744853899,17.4583903588009,80.7947823324852,1,1,1,1.0,3.0661706924438477,1.0,1.9894514083862305,1.0
165,2025-02-21 00:19:43.366127,3.0952212810516357,2.072528123855591,34.1841586946348,25.340365711724,25.3018427451426,17.7566954075509,81.2141763401621,17.4758287450339,80.8422761568104,1,1,1,1.0,3.0952212810516357,1.0,2.072528123855591,1.0
166,2025-02-21 00:20:34.458666,3.124260187149048,2.1554274559020996,34.179782297801,25.3285170491681,25.2900020731452,17.7738811274285,81.2385675585078,17.4932577383512,80.8897005631818,1,1,1,1.0,3.124260187149048,1.0,2.1554274559020996,1.0
167,2025-02-21 00:21:23.309203,3.153286933898926,2.2381505966186523,34.1754061902084,25.3166841477288,25.2781771537159,17.7910573231977,81.2629479253641,17.5106767871481,80.9370553944542,1,1,1,1.0,3.153286933898926,1.0,2.2381505966186523,1.0
168,2025-02-21 00:22:12.221359,3.182302236557007,2.32069730758667,34.1710303899062,25.3048670133768,25.2663679928147,17.8082240450058,81.2873174606406,17.5280859418285,80.9843407682798,1,1,1,1.0,3.182302236557007,1.0,2.32069730758667,1.0
169,2025-02-21 00:23:01.958088,3.211287260055542,2.414255142211914,34.1599077831552,25.0912810980074,25.0529265520177,17.8092179864045,81.3044972162586,17.5334449923606,81.5262965851101,1,1,1,1.0,3.211287260055542,1.0,2.414255142211914,1.0
170,2025-02-21 00:23:54.007608,3.2402474880218506,2.5050830841064453,34.1507264921019,25.0787588789247,25.0404128233682,17.8131879744417,81.3237154124755,17.5376699756039,81.5617936870955,1,1,1,1.0,3.2402474880218506,1.0,2.5050830841064453,1.0
171,2025-02-21 00:24:44.786810,3.269195318222046,2.5957093238830566,34.1461334016031,25.06543291369,25.0270958971214,17.8297217982189,81.3477920719088,17.5544749943736,81.6118441429193,1,1,1,1.0,3.269195318222046,1.0,2.5957093238830566,1.0
172,2025-02-21 00:25:32.583757,3.298130750656128,2.6861350536346436,34.1415340373716,25.0521615402041,25.0138335284253,17.8462243647011,81.3718492810904,17.5712475150626,81.6616996047962,1,1,1,1.0,3.298130750656128,1.0,2.6861350536346436,1.0
173,2025-02-21 00:26:21.071986,3.326181411743164,2.777406692504883,33.8141162484022,24.8454536373041,24.8072662253692,16.9856986483742,81.0545497173384,16.7149106696872,81.3174506212485,1,1,1,1.0,3.326181411743164,1.0,2.777406692504883,1.0
174,2025-02-21 00:27:09.896444,3.3541791439056396,2.865339756011963,33.7944837673088,24.8276430472807,24.7894677778146,16.9607702761698,81.0619517363463,16.690341952853,81.3367483717397,1,1,1,1.0,3.3541791439056396,1.0,2.865339756011963,1.0
175,2025-02-21 00:28:00.598761,3.3821446895599365,2.953028917312622,33.7825316907484,24.8101056404239,24.7719423343723,16.9566298456339,81.0773935153633,16.6865553356732,81.3760897604061,1,1,1,1.0,3.3821446895599365,1.0,2.953028917312622,1.0
176,2025-02-21 00:28:51.391714,3.4100778102874756,3.040475845336914,33.7705779025865,24.7926461597938,24.7544947686334,16.9524534489468,81.0928019556152,16.6827309708416,81.4151595856999,1,1,1,1.0,3.4100778102874756,1.0,3.040475845336914,0.0
177,2025-02-21 00:29:40.943749,3.4426889419555664,3.035123109817505,35.5019802546858,31.4792597155017,0.0,21.8870866460223,82.9913251156172,21.7706526074808,66.852919124876,1,1,0,1.0,3.4426889419555664,1.0,3.035123109817505,0.0
178,2025-02-21 00:30:29.726156,3.4752604961395264,3.0266642570495605,35.4873621761931,31.4767820922756,0.0,21.8778577400925,83.007704098224,21.7614398105536,66.8515110974607,1,1,0,1.0,3.4752604961395264,1.0,3.0266642570495605,0.0
179,2025-02-21 00:31:18.905353,3.5077927112579346,3.018277168273926,35.4727292577296,31.4746151884285,0.0,21.8685737624121,83.0240375713582,21.7521706722978,66.849690596028,1,1,0,1.0,3.5077927112579346,1.0,3.018277168273926,0.0
180,2025-02-21 00:32:08.370196,3.540285348892212,3.0099596977233887,35.4581154348818,31.4723477422872,0.0,21.8593248191389,83.0403601040578,21.7429372596499,66.8482508066443,1,1,0,1.0,3.540285348892212,1.0,3.0099596977233887,0.0
181,2025-02-21 00:32:58.969106,3.567366361618042,3.0117902755737305,35.6740504567269,31.4140453875543,0.0,21.912352695373,82.7139487867091,21.7963641257088,67.1018005710353,1,1,0,1.0,3.567366361618042,1.0,3.0117902755737305,0.0
182,2025-02-21 00:33:49.831461,3.5944137573242188,3.011235475540161,35.6616433178511,31.4102523751135,0.0,21.9040673319458,82.7275122437771,21.7881046973101,67.1065435472253,1,1,0,1.0,3.5944137573242188,1.0,3.011235475540161,0.0
183,2025-02-21 00:34:38.830810,3.621427536010742,3.0107216835021973,35.64922390075,31.4066962213098,0.0,21.8957318910482,82.7410360504899,21.7797935650608,67.1104198047054,1,1,0,1.0,3.621427536010742,1.0,3.0107216835021973,0.0
184,2025-02-21 00:35:24.501461,3.6484079360961914,3.010249614715576,35.6368105301542,31.4031858884018,0.0,21.8873940838952,82.7545382553253,21.7714797647685,67.1141345599705,1,1,0,1.0,3.6484079360961914,1.0,3.010249614715576,0.0
185,2025-02-21 00:36:16.191644,3.6753547191619873,3.009819269180298,35.6244074831184,31.3996713758718,0.0,21.8790662485268,82.7680235137934,21.7631759538526,67.1178717554235,1,1,0,1.0,3.6753547191619873,1.0,3.009819269180298,0.0
186,2025-02-21 00:37:07.378186,3.702268123626709,3.0094306468963623,35.6120146975769,31.3961527185089,0.0,21.870748196799,82.7814917715119,21.7548819454027,67.1216310511293,1,1,0,1.0,3.702268123626709,1.0,3.0094306468963623,0.0
187,2025-02-21 00:37:57.121440,3.7291481494903564,3.0090830326080322,35.5996321417779,31.3926300814824,0.0,21.8624398418701,82.7949430088682,21.7465976714471,67.1254118067452,1,1,0,1.0,3.7291481494903564,1.0,3.0090830326080322,0.0
188,2025-02-21 00:38:47.404279,3.7559945583343506,3.0087766647338867,35.5872598650985,31.3891033133255,0.0,21.8541413054873,82.8083772943962,21.738323233189,67.1292146359172,1,1,0,1.0,3.7559945583343506,1.0,3.0087766647338867,0.0
189,2025-02-21 00:39:38.144353,3.7828075885772705,3.0085110664367676,35.5748978242756,31.3855725274321,0.0,21.8458524620152,82.8217945960042,21.7300585131486,67.1330390261697,1,1,0,1.0,3.7828075885772705,1.0,3.0085110664367676,0.0
190,2025-02-21 00:40:27.020580,3.809587240219116,3.008286237716675,35.5625463081268,31.3820381931406,0.0,21.837574131063,82.8351952422786,21.7218043408943,67.1368841938299,1,1,0,1.0,3.809587240219116,1.0,3.008286237716675,0.0
191,2025-02-21 00:41:16.236565,3.836333751678467,3.00810170173645,35.5502046655927,31.3784995238315,0.0,21.8293044393516,82.8485785415614,21.7135588154649,67.1407509251728,1,1,0,1.0,3.836333751678467,1.0,3.00810170173645,0.0
192,2025-02-21 00:42:05.992455,3.863046646118164,3.0079574584960938,35.537873630398,31.3749573012918,0.0,21.8210454788263,82.8619453047765,21.705324053392,67.1446386536076,1,1,0,1.0,3.863046646118164,1.0,3.0079574584960938,0.0
193,2025-02-21 00:42:53.967152,3.884819746017456,2.9782660007476807,35.5733496451365,31.5712280031608,0.0,21.4783677707506,82.4577450199198,21.3613021524536,66.1260685707761,1,1,0,1.0,3.884819746017456,1.0,2.9782660007476807,0.0
194,2025-02-21 00:43:42.627739,3.906559705734253,2.945841073989868,35.5610812250575,31.573906374453,0.0,21.4655402660502,82.4664765020915,21.3484561844041,66.1039196076232,1,1,0,1.0,3.906559705734253,1.0,2.945841073989868,0.0
195,2025-02-21 00:44:32.833972,3.928266763687134,2.913579225540161,35.5489436567153,31.5752070637809,0.0,21.4530721770773,82.4753208196086,21.3359791607067,66.0869512274288,1,1,0,1.0,3.928266763687134,1.0,2.913579225540161,0.0
196,2025-02-21 00:45:24.539824,3.9499411582946777,2.881479024887085,35.5368230406097,31.57642903916,0.0,21.4406327398548,82.484155459237,21.3235313409963,66.0702839991068,1,1,0,1.0,3.9499411582946777,1.0,2.881479024887085,0.0
197,2025-02-21 00:46:12.823577,3.9715826511383057,2.8495397567749023,35.5247147859517,31.5776236577462,0.0,21.4282089293569,82.4929756198581,21.3110993232391,66.0537268215142,1,1,0,1.0,3.9715826511383057,1.0,2.8495397567749023,0.0
198,2025-02-21 00:47:01.828387,3.993191719055176,2.817760467529297,35.512618868819,31.5787909846604,0.0,21.4158006809379,82.5017812961564,21.2986830522554,66.0372794196106,1,1,0,1.0,3.993191719055176,1.0,2.817760467529297,0.0
199,2025-02-21 00:47:52.366134,4.014768123626709,2.7861411571502686,35.50053539487,31.5799313535193,0.0,21.4034082880838,82.5105726183332,21.2862828283381,66.0209409562972,1,1,0,0.0,4.014768123626709,1.0,2.7861411571502686,0.0
200,2025-02-21 00:48:45.610575,3.940426826477051,3.1672651767730713,0.0,33.323057690047,0.0,28.5668754417953,61.9351418478895,28.4374959550971,66.9162459966865,0,1,0,0.0,3.940426826477051,1.0,2.367264986038208,0.0
201,2025-02-21 00:49:35.546763,3.8660857677459717,3.344785213470459,0.0,33.3257289170312,0.0,28.5634770925065,61.86145203343,28.4340783939015,66.902873964692,0,1,0,0.0,3.8660857677459717,1.0,2.1447854042053223,0.0
202,2025-02-21 00:50:22.672563,3.7917444705963135,3.5224359035491943,0.0,33.3274681539046,0.0,28.5602233624459,61.7871136315055,28.4308121490355,66.8931273511812,0,1,0,0.0,3.7917444705963135,1.0,1.922435998916626,0.0
203,2025-02-21 00:51:11.685408,3.7174034118652344,3.700214385986328,0.0,33.3290919723915,0.0,28.5569887054569,61.7127732634113,28.4275658193021,66.883830541372,0,1,0,0.0,3.7174034118652344,1.0,1.7002143859863281,0.0
204,2025-02-21 00:52:01.773468,3.643062114715576,3.878119468688965,0.0,33.330693991443,0.0,28.553758289582,61.6384327610263,28.424323877722,66.8746189636622,0,1,0,0.0,3.643062114715576,1.0,1.4781193733215332,0.0
205,2025-02-21 00:52:51.499364,3.5694406032562256,4.059250831604004,0.0,33.3567312329596,0.0,28.6611886608898,61.633323851185,28.5315669293569,66.8847843135899,0,1,0,0.0,3.5694406032562256,1.0,1.2592509984970093,0.0
206,2025-02-21 00:53:42.223373,3.495818853378296,4.237530708312988,0.0,33.3599436943652,0.0,28.6613330341434,61.5597028384391,28.531688186246,66.8729191155822,0,1,0,0.0,3.495818853378296,1.0,1.037530541419983,0.0
207,2025-02-21 00:54:35.356032,3.422197103500366,4.417130470275879,0.0,32.8400199417883,0.0,26.4602707186294,61.4860804542085,26.3343430807062,66.5941759632583,0,1,0,0.0,3.422197103500366,1.0,0.8171305060386658,0.0
208,2025-02-21 00:55:23.914997,3.3485753536224365,4.595972061157227,0.0,32.83687887289,0.0,26.436802698268,61.4124593375308,26.3108973682655,66.5821925177403,0,1,0,0.0,3.3485753536224365,1.0,0.5959718227386475,0.0
209,2025-02-21 00:56:14.254774,3.274953603744507,4.774916648864746,0.0,32.8335505057856,0.0,26.4134042413685,61.3388385437989,26.2875225421724,66.5709615985794,0,1,0,0.0,3.274953603744507,1.0,0.37491685152053833,0.0
210,2025-02-21 00:57:05.605123,3.201331853866577,4.953965187072754,0.0,32.8302126966375,0.0,26.3900458054833,61.2652175331851,26.2641878096418,66.5598034716651,0,1,0,0.0,3.201331853866577,1.0,0.1539650857448578,0.0
211,2025-02-21 00:57:54.637469,3.1277103424072266,4.962464332580566,0.0,0.0,0.0,30.1483037144625,61.1915994071312,30.1483037144641,52.5890243973338,0,0,0,0.0,3.1277103424072266,1.0,-0.23753580451011658,0.0
212,2025-02-21 00:58:42.429772,3.054088592529297,4.970122814178467,0.0,0.0,0.0,30.1306903482522,61.1179784018355,30.1306903482537,52.4213908918623,0,0,0,0.0,3.054088592529297,1.0,-0.6298773884773254,0.0
213,2025-02-21 00:59:31.885177,2.980466842651367,4.979313373565674,0.0,0.0,0.0,30.3293954958386,61.0443577189516,30.32939549584,52.2866011086972,0,0,0,0.0,2.980466842651367,1.0,-1.0206865072250366,0.0
214,2025-02-21 01:00:21.437863,2.9068453311920166,4.987734794616699,0.0,0.0,0.0,30.315870359772,60.9707367852028,30.3158703597735,52.1198794655426,0,0,0,0.0,2.9068453311920166,1.0,-1.4122650623321533,0.0
215,2025-02-21 01:01:11.355840,2.833223581314087,4.996535301208496,0.0,0.0,0.0,30.3023953912978,60.897115850754,30.3023953912992,51.9686103060045,0,0,0,0.0,2.833223581314087,1.0,-1.8034645318984985,0.0
216,2025-02-21 01:02:00.905701,2.7596020698547363,5.005712032318115,0.0,0.0,0.0,30.2889710208483,60.823494947276,30.2889710208497,51.8172891338357,0,0,0,0.0,2.7596020698547363,1.0,-2.1942880153656006,0.0
217,2025-02-21 01:02:48.671775,2.681903839111328,5.034790992736816,0.0,0.0,0.0,30.0350578691455,60.3499985473668,30.0350578691471,53.0930576961896,0,0,0,0.0,2.681903839111328,1.0,-2.565208911895752,0.0
218,2025-02-21 01:03:38.625018,2.60420560836792,5.064225196838379,0.0,0.0,0.0,30.0201887157575,60.2723011110775,30.0201887157591,52.9565889493723,0,0,0,0.0,2.60420560836792,1.0,-2.9357750415802,0.0
219,2025-02-21 01:04:30.445784,2.5265073776245117,5.094011306762695,0.0,0.0,0.0,30.0053701937687,60.194603757981,30.0053701937703,52.8200855859798,0,0,0,0.0,2.5265073776245117,1.0,-3.3059887886047363,0.0
220,2025-02-21 01:05:19.446434,2.4488091468811035,5.124146938323975,0.0,0.0,0.0,29.9906013243778,60.1169063535853,29.9906013243792,52.6835545020894,0,0,0,0.0,2.4488091468811035,1.0,-3.6758532524108887,0.0
221,2025-02-21 01:06:11.200733,2.3711109161376953,5.154629230499268,0.0,0.0,0.0,29.9758822110562,60.0392091239994,29.9758822110577,52.5470008626205,0,0,0,0.0,2.3711109161376953,1.0,-4.045370578765869,0.0
222,2025-02-21 01:06:59.860015,2.293412685394287,5.185456275939941,0.0,0.0,0.0,29.9612126526857,59.9615118022592,29.9612126526871,52.4104277032271,0,0,0,0.0,2.293412685394287,1.0,-4.414543628692627,1.0
223,2025-02-21 01:07:49.236810,2.215714693069458,5.216625213623047,0.0,0.0,0.0,29.9465924215642,59.8838145258708,29.9465924215656,52.2738401701082,0,0,0,0.0,2.215714693069458,1.0,-4.783374786376953,1.0
224,2025-02-21 01:09:28.567724,2.1157429218292236,5.399930000305176,0.0,0.0,0.0,29.9175013247185,59.7284198779951,29.9175013247199,52.0006378384807,0,0,0,0.0,2.1157429218292236,1.0,-5.4000701904296875,1.0
225,2025-02-21 01:10:16.229333,2.0603182315826416,5.400000095367432,0.0,0.0,0.0,29.9133494572638,59.7061464677625,29.913349457263,13.9551407931353,0,0,0,0.0,2.0603182315826416,1.0,-5.400000095367432,1.0
226,2025-02-21 01:11:03.986015,1.982620120048523,5.400000095367432,0.0,0.0,0.0,29.9030366714673,59.6507222567573,29.9030366714665,13.938371998061,0,0,0,0.0,1.982620120048523,1.0,-5.400000095367432,1.0
227,2025-02-21 01:11:54.156592,1.9049220085144043,5.400000095367432,0.0,0.0,0.0,29.8886143379453,59.5730251152954,29.8886143379445,13.9159482246835,0,0,0,0.0,1.9049220085144043,1.0,-5.400000095367432,1.0
228,2025-02-21 01:12:44.899565,1.8272238969802856,5.400000095367432,0.0,0.0,0.0,29.8742412346831,59.495327765656,29.8742412346822,13.8939340619246,0,0,0,0.0,1.8272238969802856,1.0,-5.400000095367432,1.0
229,2025-02-21 01:13:39.555525,1.752882957458496,5.400000095367432,0.0,0.0,0.0,29.9398586204864,59.7482745799029,29.9398586204855,12.330636615187,0,0,0,0.0,1.752882957458496,1.0,-5.400000095367432,1.0
230,2025-02-21 01:14:28.906493,1.6785420179367065,5.400000095367432,0.0,0.0,0.0,29.9261224693632,59.6739343359571,29.9261224693622,12.3028255162355,0,0,0,0.0,1.6785420179367065,1.0,-5.400000095367432,1.0
231,2025-02-21 01:15:16.113612,1.6042011976242065,5.400000095367432,0.0,0.0,0.0,29.9124352522287,59.5995942059806,29.9124352522278,12.2749164131549,0,0,0,0.0,1.6042011976242065,1.0,-5.400000095367432,1.0
232,2025-02-21 01:16:06.414744,1.529860258102417,5.400000095367432,0.0,0.0,0.0,29.8987972422679,59.5252540481283,29.8987972422669,12.2455139472816,0,0,0,0.0,1.529860258102417,1.0,-5.400000095367432,1.0
233,2025-02-21 01:16:56.115848,1.4555193185806274,5.400000095367432,0.0,0.0,0.0,29.8852077225254,59.4509139277584,29.8852077225245,12.219650104446,0,0,0,1.0,1.4555193185806274,1.0,-5.400000095367432,1.0
