iteration,timestamp,T3,T2,T4,V2F,J300,J256,J289,J415,J14,J422,PU4F,PU5F,PU6F,PU7F,V2,PU4,PU5,PU6,PU7
108,2025-02-20 03:54:37.924841,4.166167736053467,4.68317837193324,3.4679951667785645,67.2276490314516,32.7422147008564,73.2713944878213,32.7422147008546,66.1800229705779,35.0159665754282,34.1159658517997,0.0,0.0,0.0,0.0,1,0,0,0,0
109,2025-02-20 03:56:00.305787,4.134034633636475,4.74070193372018,3.358200788497925,65.0289357849942,32.6154551434443,71.6750146130441,32.6154551434425,64.4823293664083,34.8782339104396,33.9782332104778,0.0,0.0,0.0,0.0,1,0,0,0,0
110,2025-02-20 03:57:22.963713,4.101901531219482,4.79801705208324,3.248406171798706,64.7932964749884,32.6533307513514,71.6428773479229,32.6533307513496,64.3725183975155,34.9149517866386,34.0149510892131,0.0,0.0,0.0,0.0,1,0,0,0,0
111,2025-02-20 03:58:44.997918,4.06976842880249,4.85512449087632,3.138613224029541,64.5585183197568,32.6911303692675,71.6107495670996,32.6911303692655,64.2629043735418,34.9516014955269,34.0516008006286,0.0,0.0,0.0,0.0,1,0,0,0,0
112,2025-02-20 04:00:09.331660,4.037635326385498,4.912024992725,3.0288214683532715,64.3245828084957,32.7288521418965,71.5786192394032,32.7288521418946,64.1532894267198,34.9881810086776,34.0881803162973,0.0,0.0,0.0,0.0,1,0,0,0,0
113,2025-02-20 04:01:39.939876,4.005502223968506,4.96871931046473,2.9190316200256348,64.0914947701106,32.7664971505848,71.5464830493711,32.7664971505828,64.0436990388919,35.0246914247687,34.1246907348973,0.0,0.0,0.0,0.0,1,0,0,0,0
114,2025-02-20 04:03:04.662336,3.9733693599700928,4.99452351608753,2.9517149925231934,79.7239488554453,30.4440923231949,71.5143478568568,30.4027418046128,86.6533235390572,32.975082336336,32.0750814781992,0.0,0.0,0.0,50.5530045244775,1,0,0,0,1
115,2025-02-20 04:04:32.210230,3.9412362575531006,5.02021368214588,2.9843854904174805,79.5905471279355,30.4644897459772,71.4822149666012,30.4231459868744,86.6825829590874,32.9946681329797,32.0946672762788,0.0,0.0,0.0,50.5485362098014,1,0,0,0,1
116,2025-02-20 04:05:59.467068,3.9091031551361084,5.0443156578158,3.0169742107391357,77.7659935585859,30.4169390981686,71.4500850951244,30.3756394715369,86.6929460492664,32.9363558771227,32.0363550400611,0.0,0.0,0.0,50.5193939235106,1,0,0,0,1
117,2025-02-20 04:07:27.745768,3.8769702911376953,5.06826228843228,3.049546718597412,77.584773596584,30.4340908403798,71.4179534655772,30.3927997049009,86.7212381585657,32.9524302718721,32.052429436761,0.0,0.0,0.0,50.5137855590977,1,0,0,0,1
118,2025-02-20 04:08:51.369921,3.844837188720703,5.09205409405279,3.082103729248047,77.4041081538712,30.4511683115853,71.3858230824935,30.4098857107193,86.7495116393623,32.9684364617855,32.0684356286191,0.0,0.0,0.0,50.508147690825,1,0,0,0,1
119,2025-02-20 04:10:22.746596,3.812704086303711,5.1156917354029,3.1146445274353027,77.2241911914762,30.4681585113725,71.3536879719272,30.4268844712878,86.7777312458887,32.9843615291006,32.0843606978708,0.0,0.0,0.0,50.5024919964915,1,0,0,0,1
120,2025-02-20 04:11:45.591029,3.7805709838867188,5.13917593805021,3.147169351577759,77.0450186853111,30.4850646933232,71.321557150996,30.4437992684619,86.805937312081,33.0002087376402,32.100207908339,0.0,0.0,0.0,50.496799791489,1,0,0,0,1
121,2025-02-20 04:13:10.753976,3.744680166244507,5.16179647287365,3.1616671085357666,76.5488245237123,30.467821713225,70.0639400457117,30.4258266927494,85.8284590139229,32.9834884834587,32.0834876594984,0.0,0.0,0.0,50.9769585057071,1,0,0,0,1
122,2025-02-20 04:14:37.165105,3.708789348602295,5.18425978848065,3.176166296005249,76.3715602399486,30.4837383977303,70.0280499173842,30.4417426163527,85.8433271407075,32.9984063620602,32.098405540008,0.0,0.0,0.0,50.9774323613586,1,0,0,0,1
123,2025-02-20 04:16:08.148063,3.672898530960083,5.20656634048683,3.190666675567627,76.194848865839,30.499575909197,69.9921632826699,30.4575793755003,85.8581709944399,33.0132510407858,32.1132502206357,0.0,0.0,0.0,50.9779254560003,1,0,0,0,1
124,2025-02-20 04:17:35.136950,3.637007474899292,5.22871685104263,3.2051682472229004,76.0188988491279,30.5153267329479,69.9562703982692,30.4733295014409,85.8730001478764,33.0280151556837,32.1280143374275,0.0,0.0,0.0,50.978382819878,1,0,0,0,1
125,2025-02-20 04:19:01.712201,3.60111665725708,5.25071201881159,3.2196712493896484,75.8437134090855,30.5309900357547,69.9203754608768,30.4889921534945,85.8878039286133,33.0426976985848,32.1426968822143,0.0,0.0,0.0,50.978809337884,1,0,0,0,1
126,2025-02-20 04:20:31.812985,3.565225839614868,5.27255255001638,3.234175205230713,75.6693038131573,30.546566310895,69.8844906697016,30.504567823948,85.9025815216304,33.0572992620228,32.1572984475296,0.0,0.0,0.0,50.9792056603853,1,0,0,0,1
127,2025-02-20 04:21:54.976584,3.5293350219726562,5.29423916579164,3.248680353164673,75.4956579890802,30.5620564432083,69.8485956912824,30.5200574067632,85.9173458620189,33.0718207069442,32.1718198943201,0.0,0.0,0.0,50.9795658089421,1,0,0,0,1
128,2025-02-20 04:23:22.855755,3.4934439659118652,5.31577255707923,3.26318621635437,75.3227783513069,30.5774593637297,69.8127086693864,30.5354598139056,85.9320706950185,33.0862608337254,32.1862600229622,0.0,0.0,0.0,50.9799022823587,1,0,0,0,1
129,2025-02-20 04:24:49.585676,3.4575531482696533,5.33715344294764,3.277693033218384,75.1506737528302,30.5927764662583,69.7768196419989,30.5507764597187,85.94678454957,33.1006211551449,32.2006203462341,0.0,0.0,0.0,50.9802016165772,1,0,0,0,1
130,2025-02-20 04:26:20.325037,3.3857715129852295,5.35838252048751,3.2922003269195557,74.9793353406574,30.6080070746422,69.7409316690543,30.5660066616834,85.9614783410342,33.1149008364248,32.2149000293583,0.0,0.0,0.0,50.980467985106,1,0,0,0,1
131,2025-02-20 04:27:43.450899,3.3857715129852295,5.3794605248622,3.306708574295044,74.8087655292409,30.623153036281,69.7050418625837,30.5811522779207,85.9761680792361,33.1291017924248,32.2291009871943,0.0,0.0,0.0,50.9806943613507,1,0,0,0,1
132,2025-02-20 04:29:04.678727,3.3498806953430176,5.40038813962507,3.3212172985076904,74.6389675378509,30.6382123332583,69.6691527767751,30.5962112624794,85.9908147166985,33.1432219639352,32.2432211605324,0.0,0.0,0.0,50.9808991201062,1,0,0,0,1
133,2025-02-20 04:30:27.979040,3.315117120742798,5.42151654229799,3.3280367851257324,75.0469311615234,30.6659362880025,70.0130023316188,30.6236586488558,85.652753673832,33.1744738936198,32.2744730858258,0.0,0.0,0.0,51.1618885578751,1,0,0,0,1
134,2025-02-20 04:31:50.240715,3.280353546142578,5.44249665371933,3.334864854812622,74.8823886287084,30.6810794942329,69.978240949802,30.6387971445238,85.6616569376282,33.1887237317829,32.2887229257599,0.0,0.0,0.0,51.1649656116621,1,0,0,0,1
135,2025-02-20 04:33:14.935808,3.2455902099609375,5.46332900573321,3.3417015075683594,74.7183643983931,30.6961494803677,69.9434801644825,30.6538624892843,85.6705798312993,33.2029057232047,32.3029049189473,0.0,0.0,0.0,51.1679981511545,1,0,0,0,1
136,2025-02-20 04:34:44.270024,3.2108266353607178,5.48401429176581,3.3485465049743652,74.5551208410973,30.7111347858981,69.9087159194896,30.668843188346,85.6794640094578,33.2170087585814,32.3170079560811,0.0,0.0,0.0,51.1710077338801,1,0,0,0,1
137,2025-02-20 04:36:10.364309,3.176063060760498,5.50455322239736,3.3554000854492188,74.3926322026596,30.7260364277987,69.873952181887,30.6837402870184,85.6883480226123,33.2310336766862,32.3310328759349,0.0,0.0,0.0,51.1739758504182,1,0,0,0,1
138,2025-02-20 04:37:32.132057,3.1412997245788574,5.46002641799534,3.359893321990967,0.0,28.4922237307573,69.8391903122375,28.4512002158305,85.130003952986,40.4497314599448,29.8697431684549,0.0,0.0,0.0,50.3367421350343,0,0,0,0,1
139,2025-02-20 04:39:02.835863,3.1065361499786377,5.41551558545454,3.364335775375366,0.0,28.4490337648222,69.8044223370921,28.4080375066333,85.1224790321881,40.4647669737523,29.8264286153101,0.0,0.0,0.0,50.3186835514918,0,0,0,0,1
140,2025-02-20 04:40:27.893211,3.071772575378418,5.37102071347936,3.368727207183838,0.0,28.4058581856464,69.7696617840523,28.3648891466474,85.1149051780648,40.4797810233423,29.7831286212383,0.0,0.0,0.0,50.3006415702225,0,0,0,0,1
141,2025-02-20 04:41:53.407460,3.0370090007781982,5.32654178367801,3.373067855834961,0.0,28.3626966402707,69.7348974565177,28.3217547859193,85.1072907464676,40.4947835680761,29.7398428229294,0.0,0.0,0.0,50.2826169798095,0,0,0,0,1
142,2025-02-20 04:44:38.656046,2.9840526580810547,5.25881816327754,3.3795759677886963,0.0,28.2764182652078,69.6653741354463,28.2355307061752,85.0919816430128,40.5247611097216,29.653316274799,0.0,0.0,0.0,50.246600362517,0,0,0,0,1
143,2025-02-20 04:46:03.868623,3.001408815383911,5.22334774690216,3.379915952682495,0.0,24.9428241316603,86.8238587161878,25.0108406663048,84.2800856336039,40.5419391309259,26.725260959139,35.1271253983457,0.0,0.0,48.9958056200215,0,1,0,0,1
144,2025-02-20 04:47:27.726278,3.037782669067383,5.14896181611966,3.3805928230285645,0.0,24.9110264142504,86.8236887964501,24.9789580531269,84.2722997294013,40.549119856714,26.6930269649275,35.1087500426029,0.0,0.0,48.9830587170918,0,1,0,0,1
145,2025-02-20 04:48:50.312503,3.076120376586914,5.07514680690597,3.3915719985961914,0.0,24.9127562640027,87.5458903915233,24.9786503028447,84.6931163846514,40.0308213816613,26.6855176853001,34.6870072028725,0.0,0.0,48.7593877230208,0,1,0,0,1
146,2025-02-20 04:50:14.818495,3.114379644393921,5.00139283567352,3.402466058731079,0.0,24.8470163105332,87.5460105013641,24.9127379280863,84.683804104136,40.0421747102743,26.6188287079276,34.6481846806373,0.0,0.0,48.7292084957254,0,1,0,0,1
147,2025-02-20 04:51:38.543275,3.152559995651245,4.92769991904016,3.4132750034332275,0.0,24.7813315121878,87.5461113747286,24.8468807990256,84.6744545428542,40.053515336043,26.5521955573223,34.6093316823187,0.0,0.0,48.6990408524598,0,1,0,0,1
148,2025-02-20 04:53:05.188910,3.190661668777466,4.85406803536069,3.423999071121216,0.0,24.7156992790516,87.5461886960692,24.7810763483158,84.6650488696186,40.0648460026657,26.4856159116663,34.5704734558193,0.0,0.0,48.6689015685768,0,1,0,0,1
149,2025-02-20 04:54:32.509016,3.228684663772583,4.78049715986728,3.434638023376465,0.0,24.6501191764468,87.5462423086899,24.7153241322012,84.6555762160396,40.0761696286013,26.419089393381,34.5316098574942,0.0,0.0,48.6387963291183,0,1,0,0,1
150,2025-02-20 04:55:55.636094,3.2666287422180176,4.70698729323764,3.445192337036133,0.0,24.5845944294696,87.5462734134917,24.6496274241741,84.6460930913719,40.0874852470221,26.352618945943,34.4927420741645,0.0,0.0,48.6086967602424,0,1,0,0,1
151,2025-02-20 04:57:24.592416,3.3044941425323486,4.63353840517399,3.4556620121002197,0.0,24.5191211132494,87.5462805759681,24.5839822437534,84.6365350581929,40.0987916698341,26.2862009633877,34.4538686221441,0.0,0.0,48.5786352492142,0,1,0,0,1
152,2025-02-20 04:58:45.321368,3.342280864715576,4.56015048381387,3.4660468101501465,0.0,24.4537015338281,87.546264660263,24.518390929113,84.6269394075107,40.1100917306036,26.2198375681178,34.4149903425504,0.0,0.0,48.5485932082744,0,1,0,0,1
153,2025-02-20 05:00:07.660158,3.379988670349121,4.48682350766406,3.476346969604492,0.0,24.3883344700309,87.5462252325038,24.4528522428546,84.6172875411465,40.1213825878051,26.1535276301838,34.3761067579296,0.0,0.0,48.5185800062398,0,1,0,0,1
154,2025-02-20 05:01:30.942137,3.4176177978515625,4.41355745766313,3.486562728881836,0.0,24.3230202157123,87.5461624093609,24.3873664835105,84.6075850040506,40.1326673515771,26.0872714158902,34.3372179610836,0.0,0.0,48.4885929295535,0,1,0,0,1
155,2025-02-20 05:02:57.181034,3.4551680088043213,4.34035231960297,3.4966940879821777,0.0,24.2577593733755,87.5460764222531,24.3219342629221,84.5978427460758,40.1439432665632,26.0210694731067,34.29832416169,0.0,0.0,48.458626503486,0,1,0,0,1
156,2025-02-20 05:04:25.328132,3.4926393032073975,4.26720807145952,3.4946818351745605,0.0,24.192550915318,87.5459669104345,24.256554535117,84.5880392968023,40.1552104598748,25.9549208840028,34.2594249508196,0.0,0.0,48.4286917901415,0,1,0,0,1
157,2025-02-20 05:05:52.854842,3.527834177017212,4.19343084262981,3.4946818351745605,0.0,24.036246449616,86.7836958678682,24.1017278854329,83.7699552991031,40.4861068973308,25.8081779844798,34.6195472890406,0.0,0.0,48.7841405383432,0,1,0,0,1
158,2025-02-20 05:07:14.556018,3.562950372695923,4.11970762920043,3.482560157775879,0.0,23.9696322885236,86.7827855294802,24.0349299652473,83.7446983790844,40.499724605709,25.740700120545,34.5807302624794,0.0,0.0,48.7618930756055,0,1,0,0,1
159,2025-02-20 05:08:40.004027,3.5979878902435303,4.04603834117966,3.4703762531280518,0.0,23.9030587702975,86.7818525144138,23.9681726560494,83.7193972227288,40.5133298530368,25.6732642632278,34.5418759602816,0.0,0.0,48.7397873629798,0,1,0,0,1
160,2025-02-20 05:10:11.317695,3.632946491241455,3.97242295781648,3.458130121231079,0.0,23.8365320460523,86.7808945035926,23.9014622485422,83.6940573291356,40.5269248520125,25.6058759992398,34.5030138575346,0.0,0.0,48.7177114684981,0,1,0,0,1
161,2025-02-20 05:11:34.868091,3.6678264141082764,3.8988614626244,3.445821762084961,0.0,23.770052627316,86.7799116843314,23.8347992609456,83.6686862681564,40.5405108258104,25.5385358036449,34.4641441629024,0.0,0.0,48.6956616155347,0,1,0,0,1
162,2025-02-20 05:13:00.289652,3.702627658843994,3.82535383531251,3.4334511756896973,0.0,23.7036200095603,86.7789038914531,23.7681831805176,83.6432744810404,40.5540865446905,25.4712432199318,34.4252666541324,0.0,0.0,48.6736426942662,0,1,0,0,1
163,2025-02-20 05:14:25.847005,3.7373499870300293,3.75190006278566,3.4210188388824463,0.0,23.6372350934393,86.7778714544004,23.7016149215886,83.6178379425473,40.5676531601833,25.4039990692381,34.3863816487063,0.0,0.0,48.6516467283957,0,1,0,0,1
164,2025-02-20 05:15:47.852929,3.771993637084961,3.67850011815372,3.408524513244629,0.0,23.5708960993815,86.7768137565663,23.6350926764045,83.5923438015656,40.581210553316,25.3368017364743,34.3474884339591,0.0,0.0,48.6296903729816,0,1,0,0,1
165,2025-02-20 05:17:09.038202,3.80655837059021,3.60515399027969,3.395968198776245,0.0,23.5046050642932,86.7757315365236,23.5686185193618,83.5668365010586,40.5947582667245,25.2696530316076,34.3085877595273,0.0,0.0,48.6077510478956,0,1,0,0,1
166,2025-02-20 05:18:38.447010,3.8410441875457764,3.53186165772114,3.383350372314453,0.0,23.4383606155403,86.7746243162395,23.5021910507201,83.5412838419775,40.6082967698968,25.2025517476747,34.2696790718184,0.0,0.0,48.5858452779378,0,1,0,0,1
167,2025-02-20 05:20:05.267133,3.8754513263702393,3.45862310197999,3.3706705570220947,0.0,23.3721631298984,86.7734922401626,23.4358106554805,83.5156957437963,40.6218268834134,25.1354982099162,34.2307624862504,0.0,0.0,48.5639680399296,0,1,0,0,1
168,2025-02-20 05:21:29.080012,3.9097795486450195,3.38543830842285,3.3579294681549072,0.0,23.3060130696785,86.7723354894491,23.3694778013253,83.490078338979,40.6353472344891,25.0684928514342,34.1918381489565,0.0,0.0,48.5421163567045,0,1,0,0,1
169,2025-02-20 05:22:53.942105,3.9450156688690186,3.31280124965105,3.367365598678589,0.0,23.3037202092649,87.104274735765,23.3666890396825,84.2610470483925,40.443577175943,25.0585912587465,33.9908313498784,0.0,0.0,48.123923499685,0,1,0,0,1
170,2025-02-20 05:24:22.192186,3.980173349380493,3.24022481679167,3.3767175674438477,0.0,23.2389914695267,87.1036414393165,23.3017913855854,84.2508317349735,40.4556918898138,24.9929331273214,33.9521581550574,0.0,0.0,48.0940595282092,0,1,0,0,1
171,2025-02-20 05:25:49.589845,4.015252590179443,3.16770895632922,3.3859856128692627,0.0,23.1743115314769,87.1029882939491,23.2369425521559,84.2405848948797,40.4678164346251,24.9273250372713,33.9134504614027,0.0,0.0,48.0642936755734,0,1,0,0,1
172,2025-02-20 05:27:16.454033,4.050253868103027,3.09525364191815,3.395169734954834,0.0,23.1096832281961,87.1023120227592,23.1721454605157,84.2302783805572,40.4799317855644,24.8617695368133,33.8747371291754,0.0,0.0,48.0345593317644,0,1,0,0,1
173,2025-02-20 05:28:36.669820,4.08517599105835,3.02285885964147,3.4042704105377197,0.0,23.0451080328613,87.1016131614174,23.1074015977345,84.2199272128726,40.4920397911237,24.7962680315045,33.8360187507052,0.0,0.0,48.0048491460531,0,1,0,0,1
174,2025-02-20 05:30:01.393900,4.120019912719727,2.95052458799327,3.4132871627807617,0.0,22.9805850406664,87.1008913996047,23.0427100533487,84.2095258347346,40.5041411555425,24.730819637727,33.7972949550266,0.0,0.0,47.975165732672,0,1,0,0,1
175,2025-02-20 05:31:25.327224,4.154785633087158,2.87825080995923,3.422220230102539,0.0,22.9161147465479,87.1001469269246,22.9780713231645,84.1990745876543,40.5162343086598,24.6654248546936,33.7585659144621,0.0,0.0,47.9455092684854,0,1,0,0,1
176,2025-02-20 05:32:49.037877,4.189472675323486,2.80603750285441,3.431069850921631,0.0,22.851696458144,87.0993795154305,22.9134847087754,84.1885671143583,40.5283203206629,24.6000830183109,33.7198313348544,0.0,0.0,47.9158829426137,0,1,0,0,1
177,2025-02-20 05:34:15.041098,4.224081039428711,2.7338846597588,3.448518753051758,0.0,22.7873321230024,87.0985898678284,22.8489521855614,84.1780353036693,40.5403989299873,24.5347959178438,33.6810919607394,0.0,0.0,47.8862704623256,0,1,0,0,1
178,2025-02-20 05:35:39.632818,4.25861120223999,2.66179225257249,3.448518753051758,0.0,22.7230190986573,87.0977770601018,22.7844710739226,84.1674368438867,40.5524707946136,24.4695611208558,33.6423467350984,0.0,0.0,47.8566936069643,0,1,0,0,1
179,2025-02-20 05:37:01.193219,4.293062686920166,2.58976026744871,3.457118272781372,0.0,22.6587591441267,87.0969417303859,22.7200431587211,84.1568014498566,40.5645352202011,24.4043802382176,33.6035963265287,0.0,0.0,47.8271371752634,0,1,0,0,1
180,2025-02-20 05:38:25.248948,4.3274359703063965,2.51778867913025,3.465634346008301,0.0,22.594550801762,87.0960833721637,22.6556669583709,84.1461014723073,40.5765916836505,24.3392519529549,33.5648401427041,0.0,0.0,47.797615608148,0,1,0,0,1
181,2025-02-20 05:39:49.189541,4.359775066375732,2.44519188683069,3.447484016418457,0.0,22.4419090899965,86.4598586057194,22.5040328940551,83.2405597614734,40.718435941977,24.1955829781119,33.8593697777041,0.0,0.0,48.2098643691741,0,1,0,0,1
182,2025-02-20 05:41:08.823866,4.392035484313965,2.37264718236861,3.429276943206787,0.0,22.3761276247879,86.4581575748891,22.4380679841065,83.2110682767175,40.7313834075113,24.1289738191979,33.8205328787251,0.0,0.0,48.1898187987854,0,1,0,0,1
183,2025-02-20 05:42:31.267828,4.424217224121094,2.3001543714661,3.4110143184661865,0.0,22.3103765290133,86.4564319355897,22.3721333146595,83.1815469592766,40.7443510669184,24.0623971002767,33.7816524569796,0.0,0.0,48.1700342996499,0,1,0,0,1
184,2025-02-20 05:43:55.098363,4.456320285797119,2.22771343369944,3.392695903778076,0.0,22.2446705587076,86.4546814039032,22.3062438704095,83.1519845391738,40.7573100051705,23.9958663016865,33.7427630507712,0.0,0.0,48.1502839515743,0,1,0,0,1
185,2025-02-20 05:45:22.599998,4.488344669342041,2.15532435083952,3.374321937561035,0.0,22.179010008824,86.4529060923044,22.2403999572972,83.1223942686294,40.7702596699543,23.9293816468591,33.7038647901003,0.0,0.0,48.130560633978,0,1,0,0,1
186,2025-02-20 05:46:49.006675,4.520289897918701,2.08298710892479,3.3558924198150635,0.0,22.1133953515057,86.4511061688915,22.1746020484747,83.0927766239322,40.7832027269872,23.8629436108985,33.6649578340792,0.0,0.0,48.1108643965418,0,1,0,0,1
187,2025-02-20 05:48:11.832306,4.552156448364258,2.0107016857641,3.337407350540161,0.0,22.0478255995505,86.4492813122384,22.1088491493064,83.0631240135755,40.7961354011004,23.7965512376714,33.6260417510387,0.0,0.0,48.0911988878352,0,1,0,0,1
188,2025-02-20 05:49:38.162236,4.583943843841553,1.93846806362023,3.3188669681549072,0.0,21.9823012418262,86.4474317072017,22.043141749427,83.0334366384468,40.8090625644458,23.7302050206623,33.5871166986837,0.0,0.0,48.0715643307312,0,1,0,0,1
189,2025-02-20 05:51:00.705862,4.615652561187744,1.86628623048162,3.300271511077881,0.0,21.9168230090361,86.4455576163925,21.9774805941388,83.003731740624,40.8219803021562,23.663905601429,33.5481829367306,0.0,0.0,48.0519517935453,0,1,0,0,1
190,2025-02-20 05:52:24.523055,4.647282600402832,1.79415616223934,3.281620740890503,0.0,21.8513893721411,86.4436585304473,21.9118641311107,82.9739826179371,40.834889919248,23.5976515839572,33.5092398151221,0.0,0.0,48.0323750390447,0,1,0,0,1
191,2025-02-20 05:53:49.631100,4.678833484649658,1.72207784505315,3.2629148960113525,0.0,21.7860015731075,86.4417348895125,21.8462936178836,82.9442068636079,40.8477918885424,23.5314441252118,33.4702877963431,0.0,0.0,48.0128252298902,0,1,0,0,1
192,2025-02-20 05:55:12.405386,4.710305213928223,1.65005125831235,3.2441539764404297,0.0,21.7206587688428,86.4397864151359,21.7807682008568,82.914392728806,40.8606847630894,23.4652824385524,33.4313265076118,0.0,0.0,47.9933083683183,0,1,0,0,1
193,2025-02-20 05:56:36.396049,4.743355751037598,1.57842631269804,3.233502149581909,0.0,21.7009504178196,86.9596095577978,21.7594360344267,83.1126504684358,40.5567128226425,23.4390683820531,33.0975743507784,0.0,0.0,47.8730149129356,0,1,0,0,1
194,2025-02-20 05:58:07.214245,4.776326656341553,1.50685585547222,3.2227869033813477,0.0,21.6363732476838,86.9579988643939,21.6946811496254,83.0887490575432,40.5669187201082,23.373643886625,33.0584001702412,0.0,0.0,47.8505897047037,0,1,0,0,1
195,2025-02-20 05:59:35.316069,4.809218406677246,1.43533989530024,3.212008476257324,0.0,21.5718449828118,86.9563690284743,21.6299752258684,83.0648002945804,40.5771170023636,23.3082689378081,33.0191886533746,0.0,0.0,47.8281936971801,0,1,0,0,1
196,2025-02-20 06:01:00.501189,4.8420305252075195,1.36387842160102,3.201167106628418,0.0,21.5073652894693,86.9547150918037,21.5653180003131,83.0408337463209,40.5873101188237,23.2429432617795,32.9799688574308,0.0,0.0,47.8058175570493,0,1,0,0,1
197,2025-02-20 06:02:24.862452,4.874763011932373,1.29247141312893,3.190262794494629,0.0,21.4429328236202,86.953036581258,21.5007081073722,83.0168245069609,40.5974945122931,23.1776656400402,32.9407402537094,0.0,0.0,47.7834742761698,0,1,0,0,1
198,2025-02-20 06:03:47.770156,4.907416343688965,1.221118850947,3.179295539855957,0.0,21.3785478404517,86.9513336013155,21.4361458042473,82.9927747661084,40.6076699751217,23.1124363184192,32.9015029091812,0.0,0.0,47.7611628784424,0,1,0,0,1
199,2025-02-20 06:05:10.524758,4.939990043640137,1.14982075038448,3.157172679901123,0.0,21.314212464131,86.9496119497282,21.3716331754445,82.9686921233364,41.5378336917545,23.0472571595637,32.8622275328174,0.0,0.0,47.7388721176344,0,1,0,0,1
200,2025-02-20 06:06:34.704037,4.972484111785889,1.07857702692907,3.157172679901123,0.0,21.2499207375861,86.9478544151571,21.3071643992713,82.94457398553,41.5582278334108,22.982122881148,32.8230019987855,0.0,0.0,47.7166251229312,0,1,0,0,1
201,2025-02-20 06:08:00.315180,5.004898548126221,1.00738769636677,3.14601731300354,0.0,21.1856786212289,86.9460782561262,21.2427453019985,82.9204245843459,41.5785931427658,22.9170387599216,32.7837384332046,0.0,0.0,47.6943980080132,0,1,0,0,1
202,2025-02-20 06:09:27.116155,5.037233352661133,0.936252763259257,3.1347992420196533,0.0,21.1214847761725,86.9442830608507,21.1783745291329,82.8962272272564,38.5395558857774,22.8520035337242,32.7444359617018,0.0,0.0,47.6721993482622,0,1,0,0,1
203,2025-02-20 06:10:52.345311,5.069488525390625,0.865172157758381,3.123518705368042,0.0,21.0573362586734,86.9424525028774,21.1140493014704,82.8720095085113,38.536592114569,22.7870148022689,32.7051842667132,0.0,0.0,47.6500371308364,0,1,0,0,1
204,2025-02-20 06:12:20.918813,5.1016645431518555,0.794145884920922,3.112175703048706,0.0,20.993236014261,86.9406029506484,21.049772399637,82.8477433840207,38.533625352118,22.7220749708797,32.6658937079831,0.0,0.0,47.6279037779393,0,1,0,0,1
205,2025-02-20 06:13:41.795267,5.129437446594238,0.722419751257368,3.0899031162261963,0.0,20.8308862818074,85.6531869425952,20.8910515220972,82.5274610696141,38.6674723503712,22.5716425921275,33.367800865914,0.0,0.0,47.7171730295256,0,1,0,0,1
206,2025-02-20 06:15:08.964019,5.157132625579834,0.650743804776991,3.0675792694091797,0.0,20.7656721334595,85.6504315796854,20.8256556691729,82.4950759342631,38.6680391645133,22.5056330314444,33.3292834944246,0.0,0.0,47.6989552591093,0,1,0,0,1
207,2025-02-20 06:16:36.338274,5.184750080108643,0.579118034633205,3.0452041625976562,0.0,20.7005025516428,85.6476538306308,20.7603044787574,82.4626633676094,38.6686033424422,22.4396687024517,33.2907518441809,0.0,0.0,47.6807650692236,0,1,0,0,1
208,2025-02-20 06:17:56.504162,5.212288856506348,0.507542423947378,3.022777795791626,0.0,20.6353771365003,85.6448523715413,20.6949975627099,82.4302271302796,38.6691670525659,22.373749221801,33.2522108213026,0.0,0.0,47.6626013786905,0,1,0,0,1
209,2025-02-20 06:19:22.448210,5.239749908447266,0.436016954174708,2.98300838470459,0.0,20.5702956144839,85.6420271275418,20.629734636709,82.3977542365953,38.6697303922825,22.3078743866169,33.2136602808504,0.0,0.0,47.6444712582357,0,1,0,0,1
210,2025-02-20 06:20:46.132640,5.270813941955566,0.448785787399501,2.98300838470459,98.9106285293531,25.0210919463371,87.1342050840034,25.0876241463009,83.4268652236209,28.082215455853,27.1822143911936,34.9919949046623,0.0,0.0,49.4838887553893,1,1,0,0,1
211,2025-02-20 06:22:13.269810,5.301860332489014,0.461370050591204,2.965744972229004,98.7030789613357,25.0291027796834,87.1575644252731,25.0955696401102,83.4154990810421,28.0887292762276,27.1887282138022,34.9830368467499,0.0,0.0,49.4939427137895,1,1,0,0,1
212,2025-02-20 06:23:40.676754,5.22218656539917,0.498831437266801,2.950129747390747,92.4277411054106,26.6007243902586,70.175261433829,26.5600896112149,83.746195167854,29.2078132715658,28.3078122766872,0.0,0.0,0.0,50.0786264449558,1,0,0,0,1
213,2025-02-20 06:25:04.629277,5.22218656539917,0.536034270929202,2.919018507003784,92.1495422387579,26.6212018348784,70.1354292310396,26.5805458660786,83.7390485169473,29.2265430058911,28.326542014007,0.0,0.0,0.0,50.092725367327,1,0,0,0,1
214,2025-02-20 06:26:27.439971,5.182350158691406,0.572978976869016,2.919018507003784,91.8717803880327,26.6415476538573,70.0955954010843,26.6008705996526,83.7319005692128,29.2451479895342,28.3451470006399,0.0,0.0,0.0,50.106751503588,1,0,0,0,1
215,2025-02-20 06:27:53.286165,5.142513275146484,0.60966603453585,2.903522253036499,91.5944595773226,26.6617660834495,70.0557538337192,26.6210680486323,83.7247562201793,29.2636330626138,28.3636320767046,0.0,0.0,0.0,50.1207046123367,1,0,0,0,1
216,2025-02-20 06:29:14.103953,5.1026763916015625,0.646095888672506,2.8880648612976074,91.3175967077962,26.6818550529836,70.0159230077835,26.6411361390336,83.7176091657633,29.2819956380501,28.381994655121,0.0,0.0,0.0,50.1345869469107,1,0,0,0,1
