iteration,timestamp,PU1F,PU2F,J280,J269,PU1,PU2,ScadaCommand_PU1,ScadaCommand_PU2,ScadaCommand_PU3,ScadaCommand_PU4,ScadaCommand_PU5,ScadaCommand_PU6,ScadaCommand_PU7,ScadaCommand_PU8,ScadaCommand_PU9,ScadaCommand_PU10,ScadaCommand_PU11,ScadaCommand_v1,ScadaCommand_V45,ScadaCommand_V47,ScadaCommand_V2,T1,T2,V2F,J300,J256,J289,J415,J14,J422,PU4F,PU5F,PU6F,PU7F,V2,PU4,PU5,PU6,PU7,T3,PU8F,PU10F,PU11F,J302,J306,J307,J317,PU8,PU10,PU11,T4,T5,T6,T7
43.0,2025-02-15 22:54:28.363006,95.62338256835938,95.64209747314453,2.9756674766540527,35.322418212890625,1.0,1.0,1,1,,1,0,0,1,1,,1,0,,,,1,2.6761868000030518,1.3044179677963257,102.132568359375,26.196744918823242,93.07145690917969,26.251264572143555,89.42046356201172,29.207242965698242,28.307241439819336,32.07398986816406,0.0,0.0,46.85923385620117,1.0,1.0,0.0,0.0,1.0,4.8707380294799805,34.070167541503906,28.311660766601562,0.0,22.138824462890625,85.68257904052734,22.043153762817383,77.25364685058594,1.0,1.0,0.0,4.437847137451172,3.3967838287353516,5.5,3.9638450145721436
44.0,2025-02-15 22:55:54.001257,95.62446594238281,95.64317321777344,2.9756669998168945,35.321842193603516,1.0,1.0,1,1,,1,0,0,1,1,,1,0,,,,1,2.67152738571167,1.3248544931411743,102.00516510009766,26.21429443359375,93.10663604736328,26.268783569335938,89.4723129272461,29.223499298095703,28.32349967956543,32.06261444091797,0.0,0.0,46.83972930908203,1.0,1.0,0.0,0.0,1.0,4.918789386749268,34.049903869628906,28.28651237487793,0.0,22.146228790283203,85.72374725341797,22.050716400146484,77.33562469482422,1.0,1.0,0.0,4.50602912902832,3.4626407623291016,5.5,4.079748630523682
45.0,2025-02-15 22:57:23.857164,95.30887603759766,95.32749938964844,2.975815534591675,35.49052810668945,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.6713123321533203,1.3753806352615356,89.98551177978516,28.451189041137695,94.07901000976562,28.54582405090332,69.62799072265625,31.03628921508789,30.136289596557617,32.86697769165039,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.968471050262451,34.05197525024414,28.273099899291992,0.0,22.21813201904297,85.7921371459961,22.12270164489746,77.44720458984375,1.0,1.0,0.0,4.442162036895752,3.52850341796875,5.5,4.196717739105225
46.0,2025-02-15 22:58:45.020187,95.3030776977539,95.32170104980469,2.975818157196045,35.49362564086914,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.671196937561035,1.4257111549377441,89.75870513916016,28.485240936279297,94.1220932006836,28.579845428466797,69.56415557861328,31.06881332397461,30.168811798095703,32.8613166809082,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.01814079284668,34.03270721435547,28.25159454345703,0.0,22.228363037109375,85.83448028564453,22.133068084716797,77.5211181640625,1.0,1.0,0.0,4.378295421600342,3.594313859939575,5.5,4.312359809875488
47.0,2025-02-15 23:00:08.845730,95.29718017578125,95.3157958984375,2.975821018218994,35.49677658081055,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.67118239402771,1.4758466482162476,89.532470703125,28.51922035217285,94.1651382446289,28.613794326782227,69.50028228759766,31.10127067565918,30.201271057128906,32.855628967285156,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.067799091339111,34.013671875,28.22728157043457,0.0,22.23927116394043,85.87706756591797,22.144126892089844,77.60391998291016,1.0,1.0,0.0,4.314428806304932,3.6600728034973145,5.5,4.42781925201416
48.0,2025-02-15 23:01:33.169865,95.2911605834961,95.30977630615234,2.9758236408233643,35.49999237060547,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.6712677478790283,1.5257878303527832,89.30714416503906,28.553125381469727,94.2081527709961,28.64767074584961,69.43641662597656,31.133665084838867,30.23366355895996,32.84991455078125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.117445468902588,33.99467086791992,28.203012466430664,0.0,22.25026512145996,85.91966247558594,22.155271530151367,77.68656921386719,1.0,1.0,0.0,4.2505621910095215,3.725780725479126,5.5,4.543097019195557
49.0,2025-02-15 23:02:54.863565,95.05103302001953,95.069580078125,2.9759364128112793,35.628204345703125,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.6731555461883545,1.576148271560669,89.52999114990234,28.640851974487305,94.69441986083984,28.73406219482422,69.65558624267578,31.220294952392578,30.320293426513672,32.59870910644531,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.168086528778076,34.146507263183594,28.186138153076172,0.0,22.304046630859375,85.71957397460938,22.20915985107422,77.79008483886719,1.0,1.0,0.0,4.190919399261475,3.788541316986084,5.5,4.659177303314209
50.0,2025-02-15 23:04:21.955971,95.04216003417969,95.06070709228516,2.975940704345703,35.632938385009766,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.6751351356506348,1.6263246536254883,89.31610107421875,28.67574691772461,94.73833465576172,28.7689266204834,69.595947265625,31.25374984741211,30.353750228881836,32.59300231933594,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.218715667724609,34.12910842895508,28.164644241333008,0.0,22.316665649414062,85.76127624511719,22.221912384033203,77.86608123779297,1.0,1.0,0.0,4.131276607513428,3.851255178451538,5.5,4.774167537689209
51.0,2025-02-15 23:05:51.240008,95.03312683105469,95.05166625976562,2.975944757461548,35.637760162353516,1.0,1.0,1,1,,1,0,0,0,1,,1,0,,,,1,2.677206516265869,1.6763176918029785,89.1031265258789,28.710599899291992,94.78221893310547,28.803749084472656,69.53630065917969,31.287174224853516,30.38717269897461,32.5872802734375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.269333362579346,34.111915588378906,28.140926361083984,0.0,22.329893112182617,85.80320739746094,22.235288619995117,77.94912719726562,1.0,1.0,0.0,4.071633815765381,3.9139223098754883,5.5,4.888979911804199
52.0,2025-02-15 23:07:20.174206,94.66211700439453,94.68054962158203,2.976118564605713,35.835609436035156,1.0,1.0,1,1,,1,0,0,0,1,,0,0,,,,1,2.6887502670288086,1.7274736166000366,90.4531021118164,28.858642578125,94.87447357177734,28.95197868347168,69.4766616821289,31.444316864013672,30.544315338134766,32.622589111328125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.3200225830078125,35.86600112915039,0.0,0.0,27.641164779663086,88.03791046142578,27.641164779663086,61.55131149291992,1.0,0.0,0.0,4.011991024017334,3.9813289642333984,5.48451566696167,4.815237522125244
53.0,2025-02-15 23:08:41.686934,94.09378051757812,94.11204528808594,2.9763834476470947,36.13814926147461,1.0,1.0,1,1,,0,0,0,0,1,,0,0,,,,1,2.70432448387146,1.79728364944458,78.91841125488281,30.924152374267578,76.83756256103516,30.924152374267578,69.41703033447266,33.26143264770508,32.36143112182617,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.304612159729004,35.9260368347168,0.0,0.0,27.891294479370117,88.18148803710938,27.891294479370117,61.49204635620117,1.0,0.0,0.0,3.952348470687866,4.048897743225098,5.468822002410889,4.7417778968811035
54.0,2025-02-15 23:10:08.166890,93.08924102783203,93.10722351074219,2.9768481254577637,36.671295166015625,1.0,1.0,1,1,,0,0,0,0,,,,,,,,1,2.7317001819610596,1.8703203201293945,82.56617736816406,31.360265731811523,76.82215118408203,31.360265731811523,69.35737609863281,33.71913146972656,32.819129943847656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.289201259613037,0.0,0.0,0.0,31.674448013305664,65.14862060546875,31.674448013305664,61.43362045288086,0.0,0.0,0.0,3.8927059173583984,4.019399166107178,5.452914714813232,4.668629169464111
