iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,T41MiM
129,2024-12-23 14:25:32.669347,10.668000000000001,10.668000000000001,79.06987241846936,78.9745669179329,79.0698723644167,78.94943566006248,79.06987236441665,0.0,0.0,33.162391469722145,1.0,18.07784679499491,1.0,1
130,2024-12-23 14:25:39.457730,10.668000000000001,10.668000000000001,79.06987241846936,78.9745669179329,79.0698723644167,78.94943566006248,79.06987236441665,0.0,0.0,33.162391469722145,1.0,18.07784679499491,1.0,1
131,2024-12-23 14:25:46.476474,10.668000000000001,10.668000000000001,79.06987241846936,78.9745669179329,79.0698723644167,78.94943566006248,79.06987236441665,0.0,0.0,33.162391469722145,1.0,18.07784679499491,1.0,1
132,2024-12-23 14:25:53.456998,10.668000000000001,10.668000000000001,79.06987241846936,78.9745669179329,79.0698723644167,78.94943566006248,79.06987236441665,0.0,0.0,33.162391469722145,1.0,18.07784679499491,1.0,1
133,2024-12-23 14:26:00.582887,10.668000000000001,10.668000000000001,79.04825551462876,78.9304290445649,79.04825545401525,78.89935890059523,79.04825545401519,0.0,0.0,37.186856526538094,1.0,20.272118016464447,1.0,1
134,2024-12-23 14:26:07.679943,10.668000000000001,10.668000000000001,79.04825550247457,78.93042903241073,79.04825544186106,78.89935888844106,79.048255441861,0.0,0.0,37.1868587893075,1.0,20.272118016464447,1.0,1
135,2024-12-23 14:26:14.599483,10.668000000000001,10.668000000000001,79.04825550247722,78.93042903241339,79.0482554418637,78.89935888844371,79.04825544186366,0.0,0.0,37.18685878881206,1.0,20.272118016464447,1.0,1
136,2024-12-23 14:26:21.534628,10.668000000000001,10.668000000000001,79.04825544332054,78.93042897325668,79.04825538270698,78.89935882928698,79.04825538270694,0.0,0.0,37.18686980214148,1.0,20.272129605700684,1.0,1
137,2024-12-23 14:26:28.392816,10.668000000000001,10.668000000000001,79.04825552219276,78.93042905212893,79.04825546157926,78.89935890815927,79.0482554615792,0.0,0.0,37.18685511833,1.0,20.272118016464447,1.0,1
138,2024-12-23 14:26:35.579501,10.668000000000001,10.668000000000001,79.0482554433223,78.93042897325849,79.04825538270873,78.8993588292888,79.04825538270869,0.0,0.0,37.18686980181119,1.0,20.272135400318803,1.0,1
139,2024-12-23 14:26:42.534282,10.668000000000001,10.668000000000001,79.04825550248145,78.93042903241763,79.04825544186792,78.89935888844795,79.04825544186787,0.0,0.0,37.18685878802399,1.0,20.272123811082565,1.0,1
140,2024-12-23 14:26:49.511472,10.668000000000001,10.668000000000001,79.04825546304346,78.93042899297961,79.04825540242992,78.89935884900994,79.04825540242986,0.0,0.0,37.18686613027741,1.0,20.272129605700684,1.0,1
141,2024-12-23 14:26:56.330558,10.668000000000001,10.668000000000001,79.0482555221971,78.93042905213326,79.04825546158358,78.89935890816356,79.04825546158354,0.0,0.0,37.18685511751875,1.0,20.272118016464447,1.0,1
142,2024-12-23 14:27:03.352743,10.668000000000001,10.668000000000001,79.04825544331875,78.93042897325488,79.04825538270521,78.8993588292852,79.04825538270515,0.0,0.0,37.18686980246888,1.0,20.272129605700684,1.0,1
143,2024-12-23 14:27:10.899158,10.668000000000001,10.668000000000001,79.04825552219185,78.930429052128,79.04825546157834,78.89935890815833,79.04825546157828,0.0,0.0,37.186855118498045,1.0,20.272118016464447,1.0,1
144,2024-12-23 14:27:18.128701,10.668000000000001,10.668000000000001,79.04825544332054,78.93042897325668,79.04825538270698,78.89935882928698,79.04825538270694,0.0,0.0,37.18686980214148,1.0,20.272129605700684,1.0,1
145,2024-12-23 14:27:25.155444,10.668000000000001,10.668000000000001,79.0716159823375,78.97803094854682,79.07161592881403,78.95335338474837,79.07161592881397,0.0,0.0,32.83778846859486,1.0,17.90086756841447,1.0,1
146,2024-12-23 14:27:32.176700,10.668000000000001,10.668000000000001,79.07161596290452,78.9780309291138,79.07161590938102,78.95335336531534,79.07161590938098,0.0,0.0,32.83779208647338,1.0,17.90086756841447,1.0,1
147,2024-12-23 14:27:39.150798,10.668000000000001,10.668000000000001,79.07161592344951,78.97803088965883,79.07161586992598,78.95335332586036,79.07161586992592,0.0,0.0,32.83779943189645,1.0,17.900884952268825,1.0,1
148,2024-12-23 14:27:46.112049,10.668000000000001,10.668000000000001,79.07161590373538,78.97803086994469,79.07161585021181,78.95335330614621,79.07161585021176,0.0,0.0,32.837803102123544,1.0,17.900890746886944,1.0,1
149,2024-12-23 14:27:53.268750,10.668000000000001,10.668000000000001,79.07161590373364,78.97803086994294,79.07161585021012,78.95335330614444,79.07161585021007,0.0,0.0,32.83780310244514,1.0,17.900879157650706,1.0,1
150,2024-12-23 14:28:00.064242,10.668000000000001,10.668000000000001,79.07161590372598,78.97803086993528,79.07161585020245,78.95335330613682,79.07161585020239,0.0,0.0,32.83780310386772,1.0,17.900884952268825,1.0,1
151,2024-12-23 14:28:07.182582,10.668000000000001,10.668000000000001,79.07161592345545,78.97803088966481,79.07161586993192,78.95335332586633,79.07161586993186,0.0,0.0,32.83779943078968,1.0,17.900884952268825,1.0,1
152,2024-12-23 14:28:14.301292,10.668000000000001,10.668000000000001,79.07161592346414,78.97803088967343,79.07161586994062,78.95335332587497,79.07161586994056,0.0,0.0,32.837799429175874,1.0,17.900879157650706,1.0,1
153,2024-12-23 14:28:21.515668,10.668000000000001,10.668000000000001,79.0716159037309,78.9780308699402,79.07161585020738,78.95335330614172,79.07161585020732,0.0,0.0,32.83780310295217,1.0,17.900879157650706,1.0,1
154,2024-12-23 14:28:28.756479,10.668000000000001,10.668000000000001,79.07161590372846,78.9780308699378,79.07161585020492,78.95335330613933,79.07161585020486,0.0,0.0,32.83780310340995,1.0,17.900884952268825,1.0,1
155,2024-12-23 14:28:35.725642,10.668000000000001,10.668000000000001,79.07161592346286,78.97803088967214,79.07161586993932,78.95335332587368,79.07161586993927,0.0,0.0,32.83779942941346,1.0,17.900884952268825,1.0,1
156,2024-12-23 14:28:42.850277,10.668000000000001,10.668000000000001,79.07161592345173,78.97803088966104,79.0716158699282,78.95335332586257,79.07161586992814,0.0,0.0,32.83779943148213,1.0,17.900884952268825,1.0,1
157,2024-12-23 14:28:50.009396,10.668000000000001,10.668000000000001,79.08759307958988,79.00909903479676,79.08759303091544,78.9884010175717,79.08759303091539,0.0,0.0,29.863298223566808,1.0,16.279110411687725,1.0,1
158,2024-12-23 14:28:57.156124,10.668000000000001,10.668000000000001,79.08759316168377,79.00909911689067,79.08759311300936,78.98840109966564,79.08759311300932,0.0,0.0,29.863282939974688,1.0,16.279098822451488,1.0,1
159,2024-12-23 14:29:04.481028,10.668000000000001,10.668000000000001,79.08759316168975,79.00909911689665,79.08759311301534,78.98840109967159,79.08759311301529,0.0,0.0,29.863282938859225,1.0,16.279098822451488,1.0,1
160,2024-12-23 14:29:11.557366,10.668000000000001,10.668000000000001,79.08759308277807,79.00909903798492,79.08759303410363,78.98840102075985,79.08759303410358,0.0,0.0,29.86329763001828,1.0,16.279110411687725,1.0,1
161,2024-12-23 14:29:18.867581,10.668000000000001,10.668000000000001,79.08759318140291,79.00909913660978,79.08759313272851,78.98840111938473,79.08759313272846,0.0,0.0,29.863279268820456,1.0,16.27909302783337,1.0,1
162,2024-12-23 14:29:26.029750,10.668000000000001,10.668000000000001,79.0875931222266,79.00909907743346,79.08759307355217,78.98840106020842,79.08759307355211,0.0,0.0,29.86329028580049,1.0,16.279104617069606,1.0,1
163,2024-12-23 14:29:32.980644,10.668000000000001,10.668000000000001,79.08759310250142,79.00909905770833,79.087593053827,78.98840104048327,79.08759305382695,0.0,0.0,29.863293958081773,1.0,16.279098822451488,1.0,1
164,2024-12-23 14:29:40.070549,10.668000000000001,10.668000000000001,79.08759308278289,79.00909903798978,79.08759303410842,78.98840102076473,79.08759303410838,0.0,0.0,29.863297629120115,1.0,16.279116206305844,1.0,1
165,2024-12-23 14:29:47.026516,10.668000000000001,10.668000000000001,79.08759310250805,79.00909905771495,79.08759305383363,78.98840104048989,79.08759305383357,0.0,0.0,29.863293956841726,1.0,16.279104617069606,1.0,1
166,2024-12-23 14:29:53.780649,10.668000000000001,10.668000000000001,79.08759310250618,79.00909905771309,79.08759305383177,78.98840104048803,79.08759305383171,0.0,0.0,29.863293957189402,1.0,16.279098822451488,1.0,1
167,2024-12-23 14:30:00.912071,10.668000000000001,10.668000000000001,79.08759308278287,79.00909903798974,79.08759303410841,78.9884010207647,79.08759303410835,0.0,0.0,29.863297629120115,1.0,16.279116206305844,1.0,1
168,2024-12-23 14:30:08.031568,10.668000000000001,10.668000000000001,79.08759310250326,79.0090990577101,79.08759305382884,78.98840104048506,79.08759305382878,0.0,0.0,29.863293957734097,1.0,16.279104617069606,1.0,1
169,2024-12-23 14:30:14.831543,10.668000000000001,10.668000000000001,79.05306454542101,78.94043776993092,79.05306448626708,78.91073881223443,79.05306448626702,0.0,0.0,36.29154901518615,1.0,19.783962002293265,1.0,1
170,2024-12-23 14:30:22.306905,10.668000000000001,10.668000000000001,79.0530644621428,78.94043768665274,79.05306440298885,78.91073872895623,79.05306440298881,0.0,0.0,36.29156451926639,1.0,19.783967796911384,1.0,1
171,2024-12-23 14:30:28.820678,10.668000000000001,10.668000000000001,79.05306446214435,78.94043768665426,79.05306440299039,78.91073872895778,79.05306440299033,0.0,0.0,36.29156451897955,1.0,19.783973591529502,1.0,1
172,2024-12-23 14:30:36.030913,10.668000000000001,10.668000000000001,79.05306440298419,78.94043762749409,79.0530643438302,78.91073866979761,79.05306434383014,0.0,0.0,36.29157553295218,1.0,19.78398518076574,1.0,1
173,2024-12-23 14:30:42.954627,10.668000000000001,10.668000000000001,79.05306450158201,78.94043772609196,79.05306444242807,78.91073876839549,79.05306444242802,0.0,0.0,36.291557176786974,1.0,19.783967796911384,1.0,1
174,2024-12-23 14:30:50.108119,10.668000000000001,10.668000000000001,79.05306446214807,78.940437686658,79.0530644029941,78.91073872896152,79.05306440299404,0.0,0.0,36.291564518287096,1.0,19.78397938614762,1.0,1
175,2024-12-23 14:30:56.673853,10.668000000000001,10.668000000000001,79.05306444242741,78.9404376669373,79.05306438327344,78.9107387092408,79.05306438327338,0.0,0.0,36.29156818972526,1.0,19.78397938614762,1.0,1
176,2024-12-23 14:31:03.688469,10.668000000000001,10.668000000000001,79.05306444241891,78.94043766692883,79.05306438326491,78.91073870923232,79.05306438326485,0.0,0.0,36.29156819130719,1.0,19.78398518076574,1.0,1
177,2024-12-23 14:31:10.866623,10.668000000000001,10.668000000000001,79.05306450158298,78.9404377260929,79.05306444242903,78.91073876839637,79.05306444242898,0.0,0.0,36.29155717661024,1.0,19.783967796911384,1.0,1
178,2024-12-23 14:31:17.726211,10.668000000000001,10.668000000000001,79.05306446213964,78.94043768664955,79.05306440298568,78.91073872895306,79.05306440298564,0.0,0.0,36.29156451985744,1.0,19.783973591529502,1.0,1
179,2024-12-23 14:31:24.775486,10.668000000000001,10.668000000000001,79.05306440298135,78.94043762749125,79.05306434382734,78.91073866979475,79.05306434382729,0.0,0.0,36.29157553347949,1.0,19.78399097538386,1.0,1
180,2024-12-23 14:31:31.929477,10.668000000000001,10.668000000000001,79.05306444242098,78.94043766693085,79.05306438326699,78.91073870923435,79.05306438326694,0.0,0.0,36.29156819092185,1.0,19.78397938614762,1.0,1
181,2024-12-23 14:31:39.050785,10.668000000000001,10.668000000000001,79.07919681853355,78.99292423850156,79.07919676731085,78.9701749963499,79.07919676731079,0.0,0.0,31.426448038099135,1.0,17.131371255345584,1.0,1
182,2024-12-23 14:31:46.008818,10.668000000000001,10.668000000000001,79.07919681376542,78.99292423373349,79.07919676254275,78.97017499158181,79.0791967625427,0.0,0.0,31.426448925788275,1.0,17.131365460727466,1.0,1
183,2024-12-23 14:31:52.938273,10.668000000000001,10.668000000000001,79.07919681377297,78.99292423374098,79.07919676255027,78.97017499158932,79.07919676255021,0.0,0.0,31.426448924385976,1.0,17.131371255345584,1.0,1
184,2024-12-23 14:32:00.153660,10.668000000000001,10.668000000000001,79.07919679404002,78.99292421400803,79.07919674281732,78.97017497185634,79.07919674281727,0.0,0.0,31.426452598107225,1.0,17.131371255345584,1.0,1
185,2024-12-23 14:32:07.380835,10.668000000000001,10.668000000000001,79.0791967940331,78.99292421400116,79.0791967428104,78.97017497184947,79.07919674281034,0.0,0.0,31.42645259939653,1.0,17.131371255345584,1.0,1
186,2024-12-23 14:32:14.545009,10.668000000000001,10.668000000000001,79.07919679404978,78.99292421401778,79.07919674282708,78.97017497186611,79.07919674282702,0.0,0.0,31.426452596290613,1.0,17.131371255345584,1.0,1
187,2024-12-23 14:32:21.604500,10.668000000000001,10.668000000000001,79.07919679403587,78.9929242140039,79.07919674281315,78.97017497185222,79.0791967428131,0.0,0.0,31.426452598880807,1.0,17.131377049963703,1.0,1
188,2024-12-23 14:32:28.792571,10.668000000000001,10.668000000000001,79.07919679404223,78.99292421401023,79.07919674281953,78.97017497185855,79.07919674281949,0.0,0.0,31.426452597695807,1.0,17.131371255345584,1.0,1
189,2024-12-23 14:32:36.204554,10.668000000000001,10.668000000000001,79.07919679403169,78.9929242139997,79.07919674280899,78.97017497184801,79.07919674280893,0.0,0.0,31.426452599663083,1.0,17.131371255345584,1.0,1
190,2024-12-23 14:32:43.623487,10.668000000000001,10.668000000000001,79.07919679403311,78.99292421400116,79.07919674281041,78.97017497184947,79.07919674281035,0.0,0.0,31.42645259939653,1.0,17.131371255345584,1.0,1
191,2024-12-23 14:32:50.764541,10.668000000000001,10.668000000000001,79.07919679404561,78.99292421401366,79.0791967428229,78.97017497186201,79.07919674282284,0.0,0.0,31.426452597064195,1.0,17.131377049963703,1.0,1
192,2024-12-23 14:32:58.040240,10.668000000000001,10.668000000000001,79.07919679404779,78.99292421401583,79.07919674282509,78.97017497186414,79.07919674282503,0.0,0.0,31.42645259666147,1.0,17.131371255345584,1.0,1
193,2024-12-23 14:33:05.017656,10.668000000000001,10.668000000000001,79.07602020958183,78.98671688530756,79.076020157395,78.96316842489536,79.07602015739495,0.0,0.0,32.017844096462554,1.0,17.453824369795257,1.0,1
194,2024-12-23 14:33:11.714229,10.668000000000001,10.668000000000001,79.07602026954656,78.98671694527228,79.07602021735977,78.96316848486008,79.07602021735971,0.0,0.0,32.017832932699044,1.0,17.45381278055902,1.0,1
195,2024-12-23 14:33:18.653641,10.668000000000001,10.668000000000001,79.07602030899444,78.98671698472015,79.07602025680767,78.96316852430796,79.07602025680761,0.0,0.0,32.01782558860004,1.0,17.4538069859409,1.0,1
196,2024-12-23 14:33:26.030848,10.668000000000001,10.668000000000001,79.07602024981816,78.98671692554392,79.07602019763137,78.96316846513172,79.07602019763131,0.0,0.0,32.01783660557428,1.0,17.45381278055902,1.0,1
197,2024-12-23 14:33:33.618621,10.668000000000001,10.668000000000001,79.07602030900239,78.98671698472815,79.07602025681561,78.96316852431595,79.07602025681557,0.0,0.0,32.01782558711952,1.0,17.4538069859409,1.0,1
198,2024-12-23 14:33:41.037347,10.668000000000001,10.668000000000001,79.07602024982745,78.98671692555318,79.07602019764067,78.96316846514098,79.07602019764062,0.0,0.0,32.017836603847485,1.0,17.4538069859409,1.0,1
199,2024-12-23 14:33:48.354814,10.668000000000001,10.668000000000001,79.07602024982349,78.98671692554925,79.07602019763668,78.96316846513704,79.07602019763662,0.0,0.0,32.0178366045892,1.0,17.45381278055902,1.0,1
200,2024-12-23 14:33:56.131140,10.668000000000001,10.668000000000001,79.07602030900637,78.9867169847321,79.07602025681958,78.9631685243199,79.07602025681953,0.0,0.0,32.0178255863865,1.0,17.4538069859409,1.0,1
201,2024-12-23 14:34:03.584183,10.668000000000001,10.668000000000001,79.07602024982349,78.98671692554925,79.07602019763668,78.96316846513704,79.07602019763662,0.0,0.0,32.0178366045892,1.0,17.45381278055902,1.0,1
202,2024-12-23 14:34:11.168141,10.653305445935151,10.648402288883267,61.96249971814584,61.94973865921303,61.96249973901672,61.96299155760028,61.962995046920945,0.0,0.0,0.0,0.0,-6.980240445386698,1.0,0
203,2024-12-23 14:34:17.968928,10.63580339307758,10.631612070429465,61.94761387366235,61.932724897184244,61.947613895590536,61.94339594863929,61.94829859890205,0.0,0.0,0.0,0.0,-7.333857016078582,1.0,0
204,2024-12-23 14:34:25.533217,10.618529127026033,10.614594067822457,61.93012839736558,61.91556609165562,61.93012841913619,61.926605569966824,61.93079671016725,0.0,0.0,0.0,0.0,-7.2811549642892714,1.0,0
205,2024-12-23 14:34:33.311465,10.59770623862354,10.5926707943705,61.91257507294325,61.89173478253363,61.91257509965102,61.90958367679746,61.91351968121043,0.0,0.0,0.0,0.0,-8.932383548767575,1.0,0
206,2024-12-23 14:34:40.930711,10.576535917926043,10.571094961487006,61.891722495363304,61.870393885707095,61.8917225222707,61.88766070627335,61.89269649885764,0.0,0.0,0.0,0.0,-8.99914624142184,1.0,0
207,2024-12-23 14:34:48.897612,10.55524609848997,10.549638624141599,61.87054186552515,61.849031339149334,61.8705418925064,61.86608497661358,61.8715260760902,0.0,0.0,0.0,0.0,-9.023848698461734,1.0,0
208,2024-12-23 14:34:56.576656,10.533908244824776,10.528230320913494,61.849247888529646,61.827662351526094,61.849247915541255,61.84462868062647,61.85023621549048,0.0,0.0,0.0,0.0,-9.034000869405645,1.0,0
209,2024-12-23 14:35:04.453082,10.51255019493118,10.506842215911298,61.82790828512348,61.8062909751741,61.82790831214794,61.82322039477285,61.82889834450124,0.0,0.0,0.0,0.0,-9.038300476049699,1.0,0
210,2024-12-23 14:35:12.013221,10.491183636676297,10.485462633185778,61.806549496791,61.78491860191253,61.80654952382094,61.80183229708862,61.80754028729642,0.0,0.0,0.0,0.0,-9.040131575375199,1.0,0
211,2024-12-23 14:35:19.887683,10.4698133649576,10.464086748452042,61.78518261631814,61.76354583705301,61.78518264335048,61.780452717539234,61.78617372585129,0.0,0.0,0.0,0.0,-9.040934129984635,1.0,0
212,2024-12-23 14:35:27.601695,10.448441508378188,10.44271245862373,61.763812207090055,61.74217289180383,61.7638122341234,61.759076834175424,61.764803452771126,0.0,0.0,0.0,0.0,-9.041270217835518,1.0,0
213,2024-12-23 14:35:34.687396,10.427068955113008,10.421338860169584,61.74244029006597,61.720799876162005,61.74244031709976,61.73770254494099,61.74343159559325,0.0,0.0,0.0,0.0,-9.041420877906603,1.0,0
214,2024-12-23 14:35:42.397524,10.405696110031892,10.399965558964032,61.721067711483244,61.69942682570578,61.72106773851723,61.71632894674217,61.722059042077404,0.0,0.0,0.0,0.0,-9.041484618705908,1.0,0
215,2024-12-23 14:35:49.854792,10.384323127785148,10.378592387371482,61.69969485450213,61.67805376351313,61.699694881536196,61.69495564564796,61.700686196878465,0.0,0.0,0.0,0.0,-9.041513591796502,1.0,0
216,2024-12-23 14:35:57.360715,10.36295010024688,10.357219269955676,61.67832186832488,61.656680692013374,61.67832189535898,61.67358247410194,61.67931321459281,0.0,0.0,0.0,0.0,-9.04152228372368,1.0,0
217,2024-12-23 14:36:04.534296,10.343596424592167,10.338534707812654,61.657116953375294,61.63917347563416,61.657116977656685,61.652211541584215,61.65794185150837,0.0,0.0,0.0,0.0,-8.120882048956446,1.0,0
218,2024-12-23 14:36:12.220987,10.324440282592576,10.319652598805108,61.63777895745331,61.62014193275138,61.63777898159921,61.63352682743332,61.638588331097196,0.0,0.0,0.0,0.0,-8.07556813526844,1.0,0
219,2024-12-23 14:36:19.815620,10.305367977998044,10.30068665808161,61.61862942876661,61.60111688904688,61.61862945285716,61.614644653507234,61.61943225457538,0.0,0.0,0.0,0.0,-8.057054330379287,1.0,0
220,2024-12-23 14:36:27.342561,10.28632872673023,10.281687667268272,61.599559724720805,61.58209534160806,61.59955974878987,61.595678687122835,61.60035997572866,0.0,0.0,0.0,0.0,-8.049871901221195,1.0,0
221,2024-12-23 14:36:34.840116,10.267302039728865,10.262676109700001,61.58052146124768,61.5630752894629,61.58052148530864,61.57667968654513,61.581320734240904,0.0,0.0,0.0,0.0,-8.047160019941657,1.0,0
222,2024-12-23 14:36:42.090904,10.24828010964466,10.24365979136518,61.56149514774166,61.54405580858133,61.56149517179957,61.557668125272905,61.5622940509375,0.0,0.0,0.0,0.0,-8.046140167152771,1.0,0
223,2024-12-23 14:36:49.869423,10.229259941046486,10.224641709899101,61.54247335599957,61.52503655227651,61.54247338005634,61.53865180556667,61.54327212222299,0.0,0.0,0.0,0.0,-8.045760619665998,1.0,0
224,2024-12-23 14:36:57.496404,10.21024042595462,10.205622973122145,61.52345323872834,61.50601737844366,61.523453262784706,61.51963372359093,61.524251954133014,0.0,0.0,0.0,0.0,-8.04562444614021,1.0,0
225,2024-12-23 14:37:05.185125,10.191221161554614,10.186603992291694,61.504433743328306,61.48699823490858,61.50443376738451,61.500614986624164,61.50523243923611,0.0,0.0,0.0,0.0,-8.045569397268082,1.0,0
226,2024-12-23 14:37:12.514063,10.17220199521337,10.167584922827746,61.48541448663033,61.46797910645659,61.48541451068647,61.48159600572478,61.48621317491236,0.0,0.0,0.0,0.0,-8.045546218795607,1.0,0
227,2024-12-23 14:37:20.334095,10.153182861888737,10.14856582316566,61.466395322885276,61.44895998684246,61.46639534694139,61.46257693623735,61.46719400859679,0.0,0.0,0.0,0.0,-8.04553752686843,1.0,0
228,2024-12-23 14:37:27.940735,10.13416373415598,10.129546712932518,61.447376189996874,61.42994086980275,61.44737621405299,61.44355783656704,61.44817487527651,0.0,0.0,0.0,0.0,-8.04553752686843,1.0,0
229,2024-12-23 14:37:35.330819,10.114766429780122,10.110025293184222,61.42832710540683,61.41022716377982,61.42832712998039,61.42453833129782,61.42915545094633,0.0,0.0,0.0,0.0,-8.218596694291591,1.0,0
230,2024-12-23 14:37:42.728183,10.095330468400173,10.090542533781539,61.40892671059658,61.39077082483391,61.40892673519466,61.405016942265014,61.40975811597234,0.0,0.0,0.0,0.0,-8.22679897623857,1.0,0
231,2024-12-23 14:37:50.428895,10.07588000563752,10.071074272970291,61.38948958891928,61.37131258730995,61.3894896135266,61.38553419437168,61.39032214310439,0.0,0.0,0.0,0.0,-8.229887507695821,1.0,0
232,2024-12-23 14:37:57.158975,10.056424083965968,10.051611475504338,61.37003868872814,61.35185364166018,61.37003871333898,61.36606593789097,61.37087167601079,0.0,0.0,0.0,0.0,-8.23106671248297,1.0,0
233,2024-12-23 14:38:04.817074,10.036966044065702,10.032150792544304,61.35058259737004,61.33239444374986,61.35058262198224,61.34660314210158,61.35141575265919,0.0,0.0,0.0,0.0,-8.231521590005286,1.0,0
234,2024-12-23 14:38:12.417981,10.01750719318001,10.012690923053245,61.331124492507335,61.31293514502896,61.33112451712007,61.3271424597866,61.331957712115766,0.0,0.0,0.0,0.0,-8.231698325857906,1.0,0
235,2024-12-23 14:38:20.365979,9.998048027972125,9.993231367167361,61.31166561644789,61.29347580924735,61.31166564106083,61.307682590544225,61.3124988609808,0.0,0.0,0.0,0.0,-8.23176786127533,1.0,0
236,2024-12-23 14:38:27.583325,9.978588733172886,9.97377193144752,61.29220644086005,61.274016457969466,61.29220646547308,61.288223034753635,61.29303969567015,0.0,0.0,0.0,0.0,-8.231796834365923,1.0,0
237,2024-12-23 14:38:35.182917,9.959129406005856,9.954312539511582,61.272747143467804,61.254557096976676,61.27274716808084,61.268763599068514,61.27358040084524,0.0,0.0,0.0,0.0,-8.231799731674982,1.0,0
238,2024-12-23 14:38:42.635168,9.939670060967032,9.934853167697819,61.25328781487068,61.23509773951625,61.253287839483725,61.24930420714853,61.25412107366404,0.0,0.0,0.0,0.0,-8.231802628984042,1.0,0
239,2024-12-23 14:38:50.327845,9.920210701355465,9.915393804088039,61.23382846866412,61.21563838192478,61.23382849327716,61.229844835341275,61.23466172861366,0.0,0.0,0.0,0.0,-8.231802628984042,1.0,0
240,2024-12-23 14:38:57.846817,9.900751343579161,9.895934441942106,61.214369109199644,61.19617902101721,61.21436913381268,61.21038547173266,61.21520236900355,0.0,0.0,0.0,0.0,-8.231802628984042,1.0,0
241,2024-12-23 14:39:05.296860,9.884369626245885,9.880580584828575,61.195139513126406,61.18197597932779,61.195139533554546,61.190929069443094,61.19574528605418,0.0,0.0,0.0,0.0,-6.832164773982186,1.0,0
242,2024-12-23 14:39:13.101009,9.868327952698895,9.864886687809236,61.17878110789188,61.16609329960289,61.178781128076324,61.17557498989709,61.17936379953135,0.0,0.0,0.0,0.0,-6.750663470143081,1.0,0
243,2024-12-23 14:39:20.776425,9.85240920165459,9.849069862297751,61.16274775836676,61.15021829745997,61.16274777846918,61.15988101144053,61.16332220839959,0.0,0.0,0.0,0.0,-6.7232288506602345,1.0,0
244,2024-12-23 14:39:28.320049,9.836527384688468,9.833216101138168,61.14683149784538,61.134348189995364,61.14683151792379,61.1440641613553,61.14740348201371,0.0,0.0,0.0,0.0,-6.715200407256816,1.0,0
245,2024-12-23 14:39:35.861855,9.82065579902266,9.81735211185798,61.13095037011334,61.11847975037867,61.13095039018514,61.12821039338409,61.1315216718716,0.0,0.0,0.0,0.0,-6.712989760444543,1.0,0
246,2024-12-23 14:39:43.328433,9.804787017353144,9.801485326645832,61.115078973046685,61.10261178196008,61.11507899311671,61.11234640223899,61.11565008807309,0.0,0.0,0.0,0.0,-6.7123958120873795,1.0,0
247,2024-12-23 14:39:51.018835,9.788918960777591,9.785617809052615,61.09921024017184,61.08674395138861,61.0992102602414,61.09647961653862,61.09978130688672,0.0,0.0,0.0,0.0,-6.712239357398175,1.0,0
248,2024-12-23 14:39:58.346235,9.773051106906875,9.769750094184536,61.083342197243496,61.07087615212099,61.08334221731292,61.080612098813916,61.08391325044625,0.0,0.0,0.0,0.0,-6.712193000453226,1.0,0
249,2024-12-23 14:40:06.079461,9.757183298504744,9.753882328403423,61.06747434643282,61.0550083646085,61.0674743665022,61.06474438391191,61.06804539660584,0.0,0.0,0.0,0.0,-6.712181411216989,1.0,0
250,2024-12-23 14:40:13.523010,9.741315511744613,9.738014547232515,61.05160653948598,61.039140577057665,61.05160655955535,61.04887661812054,61.05217758821813,0.0,0.0,0.0,0.0,-6.712178513907929,1.0,0
251,2024-12-23 14:40:21.162804,9.725447723827651,9.722146764098888,61.03573875265048,61.02327279317317,61.035738772719846,61.03300883694832,61.03630980145723,0.0,0.0,0.0,0.0,-6.71217561659887,1.0,0
252,2024-12-23 14:40:28.780198,9.709579937886419,9.706278979288498,61.019870964866534,61.00740500787035,61.01987098493591,61.017141053813575,61.02044201354158,0.0,0.0,0.0,0.0,-6.712181411216989,1.0,0
253,2024-12-23 14:40:36.532646,9.695835445676288,9.693241301966516,61.00413790539558,60.994625626919884,61.004137922574984,61.001275010550685,61.004575561497184,0.0,0.0,0.0,0.0,-5.745630417095526,1.0,0
254,2024-12-23 14:40:44.364939,9.68236778334653,9.679926793105622,60.99040975979781,60.98122256986141,60.99040977678396,60.98823717575465,60.9908312311328,0.0,0.0,0.0,0.0,-5.681000143908932,1.0,0
255,2024-12-23 14:40:51.241874,9.668963873585355,9.666548527933097,60.976945821527686,60.96782807734419,60.97694583847215,60.97492263022416,60.977363605674476,0.0,0.0,0.0,0.0,-5.667055395406351,1.0,0
256,2024-12-23 14:40:58.630559,9.655570761025993,9.653159463012003,60.96354254124238,60.95443639567847,60.96354255817988,60.96154435882792,60.96395970214569,0.0,0.0,0.0,0.0,-5.664725958922645,1.0,0
257,2024-12-23 14:41:06.198153,9.642179384980828,9.639768663306754,60.95014952963167,60.941045208248966,60.950149546568056,60.94815529290427,60.95056659058586,0.0,0.0,0.0,0.0,-5.66435510336305,1.0,0
258,2024-12-23 14:41:13.740955,9.628788254246711,9.62637761922414,60.9367581678763,60.92765410698144,60.93675818481254,60.934764493058026,60.93717521468212,0.0,0.0,0.0,0.0,-5.6643058491090414,1.0,0
